,disease,hist_lncRNA,pre_hist_lncRNA,value,len_hist_disease,len_pre_hist_lncRNA
92,Cholestatic liver injury,"['MATN1-AS1', 'CCDC18-AS1', 'NEAT1', 'LINC00641', 'OIP5-AS1', 'SNHG16', 'TMEM147-AS1', 'ZNF793-AS1', 'SOS1-IT1', 'PCBP1-AS1', 'FGD5-AS1', 'HOXA11-AS', 'GARS1-DT', 'XIST', 'LINC00894']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'LINC02397', 'DISP1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'CHROMR', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'FGD5-AS1', 'LINC01703', 'LINC00960', 'RNF139-DT', 'PSMA3-AS1', 'LINC00525', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",1,15,50
93,Cholesteatoma,"['SNHG1', 'CARD8-AS1', 'LINC01184', 'FAM201A', 'XIST']","['LINC00630', 'MUC20-OT1', 'RASA3-IT1', 'AGBL4-IT1', 'CEROX1', 'TMPO-AS1', 'KRTAP5-AS1', 'DISP1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'SORL1-AS1', 'UBL7-DT', 'MELTF-AS1', 'MIR3936HG', 'LINC01783', 'GNAS-AS1', 'LINC02820', 'LINC00242', 'THUMPD3-AS1', 'CHROMR', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'MEG8', 'SNHG6', 'KTN1-AS1', 'HOXA10-AS', 'PCF11-AS1', 'LINC01689', 'LINC01915', 'PRMT5-DT', 'LINC00882', 'MAP4K3-DT', 'LINC01703', 'LINC-PINT', 'LINC00511', 'PRR7-AS1', 'SNHG29', 'TTC28-AS1', 'TSPOAP1-AS1', 'FGD5-AS1', 'LINC00960', 'SNHG15', 'LINC00661', 'PSMA3-AS1', 'SCARNA9', 'LINC00525', 'RNF139-DT', 'ZNF790-AS1']",0,5,50
94,Chordoma,"['LINC00339', 'MEG3', 'XIST']","['LINC00630', 'MUC20-OT1', 'RASA3-IT1', 'AGBL4-IT1', 'CEROX1', 'TMPO-AS1', 'KRTAP5-AS1', 'DISP1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'SORL1-AS1', 'UBL7-DT', 'MELTF-AS1', 'MIR3936HG', 'LINC01783', 'GNAS-AS1', 'LINC02820', 'LINC00242', 'THUMPD3-AS1', 'CHROMR', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'MEG8', 'KTN1-AS1', 'SNHG6', 'HOXA10-AS', 'PCF11-AS1', 'LINC01689', 'LINC01915', 'PRMT5-DT', 'LINC00882', 'LINC01703', 'MAP4K3-DT', 'LINC00511', 'LINC-PINT', 'SNHG29', 'TTC28-AS1', 'PRR7-AS1', 'TSPOAP1-AS1', 'LINC00960', 'FGD5-AS1', 'SNHG15', 'LINC00661', 'PSMA3-AS1', 'SCARNA9', 'LINC00525', 'RNF139-DT', 'LINC02616']",0,3,50
95,Chorea,"['LINC00339', 'SNHG3', 'CCDC18-AS1', 'GAS5', 'NUTM2B-AS1', 'NUTM2A-AS1', 'H19', 'LINC00958', 'NEAT1', 'HOTAIR', 'LINC01089', 'DHRS4-AS1', 'VASH1-AS1', 'RAD51-AS1', 'OIP5-AS1', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'LINC00511', 'SNHG16', 'SNHG20', 'ZNF407-AS1', 'RBFADN', 'TMEM147-AS1', 'LINC00665', 'ZNF793-AS1', 'A1BG-AS1', 'MZF1-AS1', 'SOS1-IT1', 'MAP4K3-DT', 'PCBP1-AS1', 'LINC01238', 'ZNF337-AS1', 'SNHG17', 'THAP7-AS1', 'MIAT', 'TTC28-AS1', 'THUMPD3-AS1', 'FGD5-AS1', 'MAGI1-IT1', 'LINC00882', 'UBA6-DT', 'LINC02466', 'LIFR-AS1', 'HCG17', 'HCG18', 'HCP5', 'LINC00242', 'HOTAIRM1', 'HOXA-AS3', 'HOXA10-AS', 'HOXA11-AS', 'GARS1-DT', 'LINC00174', 'LINC00996', 'UBR5-DT', 'LINC02878', 'ZNF252P-AS1', 'EBLN3P', 'SNHG7', 'XIST', 'LINC00894', 'LINC02195', 'FENDRR', 'ZNF232-AS1', 'SNHG29', 'LINC01270']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'LINC02397', 'DISP1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'LINC00242', 'GNAS-AS1', 'CHROMR', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC01915', 'LINC00882', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'LINC01703', 'FGD5-AS1', 'LINC00960', 'PSMA3-AS1', 'LINC00525', 'RNF139-DT', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",10,65,50
96,Choriocarcinoma,"['LINC01783', 'SNHG12', 'LINC00944', 'FMNL1-DT', 'LINC00662', 'CATIP-AS1', 'LINC00313', 'TENM3-AS1', 'MIR600HG', 'SNHG29']","['CAPN10-DT', 'OGFRP1', 'DUXAP8', 'LINC00894', 'LEMD1-AS1', 'DLEU2', 'LINC00662', 'FOXN3-AS1', 'NUTM2A-AS1', 'ZFHX2-AS1', 'NR2F1-AS1', 'RASSF8-AS1', 'DLG1-AS1', 'ALDH1A3-AS1', 'GAS5', 'ENTPD1-AS1', 'LINC00663', 'LINC02802', 'ERVK13-1', 'NUP50-DT', 'LINC00461', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'OLMALINC', 'ZNF503-AS2', 'LINC01070', 'ZNF407-AS1', 'AP1AR-DT', 'LINC02466', 'MIR600HG', 'LINC01806', 'EPHA1-AS1', 'MIR133A1HG', 'JPX', 'SNHG5', 'LINC00485', 'COL4A2-AS2', 'CCDC18-AS1', 'RAB30-DT', 'PURPL', 'HCG17', 'ZRANB2-AS2', 'SP2-AS1', 'EIF3J-DT', 'SOX9-AS1', 'GIHCG', 'NUTM2B-AS1', 'H1-10-AS1', 'ZNF213-AS1', 'EDRF1-DT', 'MIR124-1HG']",2,10,50
97,Chronic kidney disease,"['H19', 'NEAT1', 'PRMT5-DT', 'FMNL1-DT', 'CYTOR', 'MIR4435-2HG', 'NIFK-AS1', 'LIMD1-AS1', 'LINC01184', 'HCG18', 'SNHG7', 'XIST', 'JPX', 'LINC00894']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'DISP1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'GNAS-AS1', 'LINC00242', 'CHROMR', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC01915', 'LINC00882', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'LINC01703', 'SNHG15', 'FGD5-AS1', 'LINC00960', 'PSMA3-AS1', 'LINC00525', 'SCARNA9', 'RNF139-DT', 'LINC00661', 'ZNF790-AS1']",1,14,50
98,Chronic kidney disease-mineral and bone disorder,"['GAS5', 'INTS6-AS1', 'MIR17HG', 'OIP5-AS1', 'IGFL2-AS1', 'FGD5-AS1', 'HOXA11-AS', 'MAGI2-AS3', 'SNHG29']","['LINC00630', 'AGBL4-IT1', 'TMPO-AS1', 'MUC20-OT1', 'KRTAP5-AS1', 'RASA3-IT1', 'CEROX1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'DISP1', 'UBL7-DT', 'MELTF-AS1', 'LINC01783', 'SORL1-AS1', 'MIR3936HG', 'LINC02820', 'CHROMR', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'PCF11-AS1', 'KTN1-AS1', 'MEG8', 'PRMT5-DT', 'HOXA10-AS', 'LINC01689', 'LINC00882', 'LINC01915', 'PRR7-AS1', 'LINC-PINT', 'MAP4K3-DT', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'SNHG15', 'TSPOAP1-AS1', 'FGD5-AS1', 'RNF139-DT', 'LINC00525', 'PSMA3-AS1', 'SCARNA9', 'LINC00960', 'LINC01703', 'ZNF790-AS1', 'LINC00661']",2,9,50
99,Chronic lymphocytic leukemia,"['LINC01128', 'LINC01654', 'LINC00339', 'SNHG12', 'ERI3-IT1', 'FOXD2-AS1', 'CCDC18-AS1', 'GAS5', 'RASAL2-AS1', 'MIR181A1HG', 'NUTM2B-AS1', 'NUTM2A-AS1', 'OLMALINC', 'EDRF1-DT', 'H19', 'SNHG1', 'NEAT1', 'PCF11-AS1', 'ANKRD42-DT', 'ESAM-AS1', 'NINJ2-AS1', 'C1RL-AS1', 'KLRK1-AS1', 'HOTAIR', 'LINC01089', 'TPT1-AS1', 'DLEU2', 'INTS6-AS1', 'LINC00641', 'PRMT5-DT', 'ZFHX2-AS1', 'AP1G2-AS1', 'DHRS4-AS1', 'G2E3-AS1', 'PRKCH-AS1', 'MEG8', 'SNHG14', 'RAD51-AS1', 'OIP5-AS1', 'IQCH-AS1', 'ALDH1A3-AS1', 'LHX1-DT', 'FMNL1-DT', 'LINC02086', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'SOX9-AS1', 'LINC00511', 'SNHG16', 'SNHG20', 'LINC00482', 'LINC01915', 'LINC00661', 'LINC00662', 'TMEM147-AS1', 'LINC00665', 'ZNF790-AS1', 'ZNF793-AS1', 'IGFL2-AS1', 'MZF1-AS1', 'SOS1-IT1', 'PCBP1-AS1', 'ATP6V1B1-AS1', 'LRRTM4-AS1', 'TEX41', 'LINC01806', 'CERS6-AS1', 'HAGLR', 'TTN-AS1', 'ZFAS1', 'LINC00649', 'TRPM2-AS', 'MCM3AP-AS1', 'MIAT', 'THUMPD3-AS1', 'FGD5-AS1', 'PSMD6-AS1', 'MAGI1-IT1', 'DLG1-AS1', 'CTBP1-DT', 'NOP14-AS1', 'UBA6-DT', 'AP1AR-DT', 'TENM3-AS1', 'LINC01194', 'PURPL', 'LIFR-AS1', 'CKMT2-AS1', 'NR2F1-AS1', 'LINC01184', 'MIR3936HG', 'LINC02202', 'HCG17', 'HCG18', 'HCP5', 'SNHG5', 'TRAF3IP2-AS1', 'LINC00242', 'HOXA-AS2', 'HOXA-AS3', 'HOXA10-AS', 'HOXA11-AS', 'GARS1-DT', 'LINC00174', 'SLC26A4-AS1', 'GASAL1', 'RNF139-DT', 'PVT1', 'LINC02878', 'CDKN2B-AS1', 'EBLN3P', 'DAPK1-IT1', 'LINC00963', 'SNHG7', 'XIST', 'LINC00893', 'LINC00894', 'DDX19A-DT', 'FENDRR', 'ZNF232-AS1', 'MIR497HG', 'COX10-AS1', 'LINC01270', 'ERVK13-1']","['LINC00630', 'AGBL4-IT1', 'TMPO-AS1', 'MUC20-OT1', 'KRTAP5-AS1', 'CEROX1', 'RASA3-IT1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'DISP1', 'LINC01783', 'MELTF-AS1', 'CHROMR', 'LINC02820', 'MIR3936HG', 'SORL1-AS1', 'LINC00242', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'PCF11-AS1', 'KTN1-AS1', 'PRMT5-DT', 'MEG8', 'HOXA10-AS', 'LINC01689', 'PRR7-AS1', 'LINC00882', 'LINC-PINT', 'MAP4K3-DT', 'LINC01915', 'LINC00511', 'TTC28-AS1', 'SNHG15', 'TSPOAP1-AS1', 'SNHG29', 'RNF139-DT', 'FGD5-AS1', 'LINC00525', 'LINC00960', 'PSMA3-AS1', 'SCARNA9', 'ZNF790-AS1', 'LINC01703', 'LINC00661']",17,123,50
100,Chronic myelogenous leukemia,"['SNHG12', 'SNHG1', 'NEAT1', 'INTS6-AS1', 'SNHG14', 'IGFL2-AS1', 'CARD8-AS1', 'LRRTM4-AS1', 'LINC01806', 'THUMPD3-AS1', 'PSMD6-AS1', 'LINC01184', 'GARS1-DT', 'CDKN2B-AS1', 'FAM201A', 'SNHG7', 'XIST']","['LINC00630', 'MUC20-OT1', 'RASA3-IT1', 'AGBL4-IT1', 'CEROX1', 'TMPO-AS1', 'KRTAP5-AS1', 'DISP1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'SORL1-AS1', 'UBL7-DT', 'MELTF-AS1', 'MIR3936HG', 'LINC01783', 'GNAS-AS1', 'LINC02820', 'LINC00242', 'THUMPD3-AS1', 'CHROMR', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'MEG8', 'SNHG6', 'KTN1-AS1', 'HOXA10-AS', 'PCF11-AS1', 'LINC01689', 'LINC01915', 'PRMT5-DT', 'LINC00882', 'MAP4K3-DT', 'LINC01703', 'LINC-PINT', 'LINC00511', 'SNHG29', 'PRR7-AS1', 'TTC28-AS1', 'TSPOAP1-AS1', 'FGD5-AS1', 'SNHG15', 'LINC00960', 'PSMA3-AS1', 'LINC00661', 'SCARNA9', 'LINC00525', 'RNF139-DT', 'ZNF790-AS1']",2,17,50
101,Chronic myeloid leukemia,"['LINC00339', 'SNHG3', 'SNHG12', 'ERI3-IT1', 'GAS5', 'RASAL2-AS1', 'MIR181A1HG', 'NUTM2B-AS1', 'NUTM2A-AS1', 'EDRF1-DT', 'H19', 'SNHG1', 'NEAT1', 'ESAM-AS1', 'NINJ2-AS1', 'C1RL-AS1', 'HOTAIR', 'INTS6-AS1', 'MIR17HG', 'AP1G2-AS1', 'DHRS4-AS1', 'G2E3-AS1', 'MEG8', 'OIP5-AS1', 'IQCH-AS1', 'ALDH1A3-AS1', 'LINC02086', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'LINC00511', 'SNHG16', 'SNHG20', 'LINC00662', 'ZNF790-AS1', 'IGFL2-AS1', 'MZF1-AS1', 'ATP6V1B1-AS1', 'TEX41', 'CERS6-AS1', 'HAGLR', 'CHROMR', 'TTN-AS1', 'MIR663AHG', 'LINC00649', 'TRPM2-AS', 'MCM3AP-AS1', 'FGD5-AS1', 'MAGI1-IT1', 'DLG1-AS1', 'CTBP1-DT', 'UBA6-DT', 'USP38-DT', 'TENM3-AS1', 'LINC01194', 'CKMT2-AS1', 'LINC01184', 'LINC02202', 'HCG17', 'HCG18', 'HCP5', 'TRAF3IP2-AS1', 'HOXA-AS2', 'HOXA11-AS', 'GARS1-DT', 'SNHG15', 'MAGI2-AS3', 'GASAL1', 'RNF139-DT', 'PVT1', 'LINC02878', 'CDKN2B-AS1', 'EBLN3P', 'LINC01278', 'XIST', 'LINC00894', 'FENDRR', 'MIR497HG', 'COX10-AS1', 'SNHG29', 'ERVK13-1']","['CAPN10-DT', 'OGFRP1', 'DLG1-AS1', 'DUXAP8', 'LINC00894', 'NUTM2A-AS1', 'ZFHX2-AS1', 'LEMD1-AS1', 'LINC00662', 'DLEU2', 'FOXN3-AS1', 'RASSF8-AS1', 'NR2F1-AS1', 'ENTPD1-AS1', 'LINC02802', 'OLMALINC', 'ALDH1A3-AS1', 'EPHA1-AS1', 'GAS5', 'LINC00663', 'ERVK13-1', 'NUP50-DT', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'RAB30-DT', 'LINC00461', 'MIR600HG', 'LINC01070', 'JPX', 'ZNF503-AS2', 'LINC01806', 'SNHG5', 'MIR133A1HG', 'ZNF407-AS1', 'AP1AR-DT', 'EIF3J-DT', 'COL4A2-AS2', 'LINC01679', 'LINC00649', 'SOX9-AS1', 'H1-10-AS1', 'NIFK-AS1', 'TOB1-AS1', 'LINC02086', 'GIHCG', 'DNAJC3-DT', 'EDRF1-DT', 'MATN1-AS1', 'LINC02466', 'ZNF213-AS1', 'SRGAP3-AS2']",11,79,50
102,Chronic obstructive pulmonary disease,"['LINC01641', 'NUTM2A-AS1', 'LMNTD2-AS1', 'NEAT1', 'USP2-AS1', 'SORL1-AS1', 'PRMT5-DT', 'OIP5-AS1', 'FMNL1-DT', 'LINC00511', 'SNHG16', 'LINC00662', 'PCBP1-AS1', 'GNAS-AS1', 'LINC00960', 'CKMT2-AS1', 'NR2F1-AS1', 'TICAM2-AS1', 'HCG18', 'SNHG5', 'OXR1', 'SNHG7', 'XIST', 'COX10-AS1']","['CAPN10-DT', 'OGFRP1', 'DUXAP8', 'LINC00894', 'LEMD1-AS1', 'DLG1-AS1', 'NUTM2A-AS1', 'ZFHX2-AS1', 'DLEU2', 'LINC00662', 'FOXN3-AS1', 'RASSF8-AS1', 'NR2F1-AS1', 'ENTPD1-AS1', 'ALDH1A3-AS1', 'LINC02802', 'GAS5', 'OLMALINC', 'EPHA1-AS1', 'LINC00663', 'ERVK13-1', 'NUP50-DT', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'LINC00461', 'LINC01070', 'MIR600HG', 'ZNF503-AS2', 'RAB30-DT', 'JPX', 'LINC01806', 'ZNF407-AS1', 'MIR133A1HG', 'AP1AR-DT', 'SNHG5', 'EIF3J-DT', 'COL4A2-AS2', 'SOX9-AS1', 'LINC02466', 'H1-10-AS1', 'LINC01679', 'LINC00649', 'LINC00485', 'NIFK-AS1', 'GIHCG', 'TOB1-AS1', 'ZRANB2-AS2', 'CCDC18-AS1', 'EDRF1-DT', 'LINC02086', 'HCG17']",4,24,50
103,Chronic pain,"['LINC01128', 'LINC00339', 'WARS2-AS1', 'PRKCQ-AS1', 'NUTM2A-AS1', 'H19', 'USP2-AS1', 'NINJ2-AS1', 'HOTAIR', 'LINC01089', 'MIR17HG', 'SNHG16', 'SNHG20', 'ATP6V1B1-AS1', 'LINC00342', 'HAGLR', 'KANSL1L-AS1', 'LINC00313', 'MCM3AP-AS1', 'FGD5-AS1', 'TM4SF19-AS1', 'LINC01096', 'PURPL', 'CKMT2-AS1', 'TMEM161B-DT', 'SNHG5', 'HOXA10-AS', 'HOXA11-AS', 'SLC26A4-AS1', 'MCPH1-DT', 'XIST', 'COX10-AS1']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'LINC02397', 'DISP1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'GNAS-AS1', 'LINC00242', 'CHROMR', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC01915', 'LINC00882', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'LINC01703', 'FGD5-AS1', 'LINC00960', 'PSMA3-AS1', 'LINC00525', 'RNF139-DT', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",4,32,50
104,Cicatrix,"['SNHG1', 'CARD8-AS1', 'LINC01184', 'FAM201A', 'XIST']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'DISP1', 'LINC02397', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'GNAS-AS1', 'LINC00242', 'CHROMR', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC01915', 'LINC00882', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'LINC01703', 'SNHG15', 'FGD5-AS1', 'LINC00960', 'PSMA3-AS1', 'LINC00525', 'SCARNA9', 'RNF139-DT', 'LINC00661', 'ZNF790-AS1']",0,5,50
105,Classic hodgkin lymphoma,"['SNHG3', 'GAS5', 'C10orf95-AS1', 'LINC01915', 'ZNF407-AS1', 'APCDD1L-DT', 'PURPL', 'TMEM161B-DT', 'XIST']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'LINC02397', 'DISP1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'LINC00242', 'CHROMR', 'GNAS-AS1', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'LINC01703', 'FGD5-AS1', 'PSMA3-AS1', 'LINC00525', 'RNF139-DT', 'SCARNA9', 'LINC00960', 'LINC00661', 'ZNF790-AS1']",1,9,50
106,Clear cell renal cell carcinoma,"['SNHG3', 'MIR181A1HG', 'H19', 'SCARNA9', 'HOTAIR', 'DHRS4-AS1', 'LINC02086', 'ARHGAP27P1-BPTFP1-KPNA2P3', 'SNHG16', 'SNHG20', 'ZNF790-AS1', 'ATP6V1B1-AS1', 'HAGLR', 'CHROMR', 'TTN-AS1', 'LINC00899', 'FGD5-AS1', 'MAGI1-IT1', 'USP38-DT', 'TENM3-AS1', 'LINC01194', 'CKMT2-AS1', 'LINC02202', 'HCG18', 'HCP5', 'PSMG3-AS1', 'HOXA-AS2', 'GASAL1', 'PVT1', 'EBLN3P', 'LINC01278', 'XIST', 'COX10-AS1']","['LINC00630', 'AGBL4-IT1', 'MUC20-OT1', 'TMPO-AS1', 'RASA3-IT1', 'CEROX1', 'KRTAP5-AS1', 'LINC02397', 'DISP1', 'ESAM-AS1', 'SNHG12', 'UBL7-DT', 'MELTF-AS1', 'SORL1-AS1', 'LINC01783', 'MIR3936HG', 'LINC02820', 'LINC00242', 'GNAS-AS1', 'CHROMR', 'THUMPD3-AS1', 'SNHG20', 'OXR1', 'ATP6V1B1-AS1', 'SNHG6', 'KTN1-AS1', 'MEG8', 'PCF11-AS1', 'HOXA10-AS', 'PRMT5-DT', 'LINC01689', 'LINC00882', 'LINC01915', 'MAP4K3-DT', 'LINC-PINT', 'PRR7-AS1', 'LINC00511', 'TTC28-AS1', 'SNHG29', 'TSPOAP1-AS1', 'SNHG15', 'LINC01703', 'FGD5-AS1', 'LINC00960', 'PSMA3-AS1', 'LINC00525', 'RNF139-DT', 'SCARNA9', 'LINC00661', 'ZNF790-AS1']",6,33,50
107,Colon and rectal adenocarcinoma,"['DISP1', 'SNHG1', 'NEAT1', 'GABPB1-AS1', 'SNHG6', 'EBLN3P', 'FAM201A', 'XIST']","['AGBL4-IT1', 'LINC00630', 'TMPO-AS1', 'MUC20-OT1', 'KRTAP5-AS1', 'LINC02397', 'CEROX1', 'ESAM-AS1', 'UBL7-DT', 'SNHG12', 'RASA3-IT1', 'LINC01783', 'MELTF-AS1', 'CHROMR', 'DISP1', 'LINC02820', 'LINC00242', 'MIR3936HG', 'SNHG20', 'THUMPD3-AS1', 'SORL1-AS1', 'GNAS-AS1', 'OXR1', 'ATP6V1B1-AS1', 'PCF11-AS1', 'SNHG6', 'PRMT5-DT', 'PRR7-AS1', 'KTN1-AS1', 'LINC-PINT', 'HOXA10-AS', 'MEG8', 'LINC01689', 'LINC00882', 'MAP4K3-DT', 'LINC01915', 'LINC00511', 'TTC28-AS1', 'SNHG15', 'TSPOAP1-AS1', 'RNF139-DT', 'LINC00525', 'SNHG29', 'LINC00960', 'FGD5-AS1', 'SCARNA9', 'PSMA3-AS1', 'ZNF790-AS1', 'LINC02891', 'LINC01227']",2,8,50
