miRNA,disease
hsa-miR-10b-5p,Neuroblastoma
hsa-miR-10b-5p,Esophageal squamous cell carcinoma
hsa-miR-10b-5p,Uterine cervical neoplasms
hsa-miR-10b-5p,Cardiomegaly
hsa-miR-10b-5p,Prostatic neoplasms
hsa-miR-125a-3p,Multiple symmetric lipomatosis
hsa-miR-125a-3p,Glioblastoma
hsa-miR-125a-3p,Glioma
hsa-miR-125a-3p,Malignant glioma
hsa-miR-125a-3p,Pancreatic ductal adenocarcinoma
hsa-miR-125a-3p,Autoimmune thyroiditis
hsa-miR-125a-3p,Acute myeloid leukemia
hsa-miR-125a-3p,Multiple myeloma
hsa-miR-125a-3p,Myeloma
hsa-miR-146a-5p,Multiple sclerosis chronic progressive
hsa-miR-146a-5p,Triple negative breast cancer
hsa-miR-146a-5p,Triple negative sporadic breast cancer
hsa-miR-146a-5p,Acute promyelocytic leukemia
hsa-miR-146a-5p,Anaplastic thyroid carcinoma
hsa-miR-146a-5p,Gastric cancer
hsa-miR-146a-5p,Stomach cancer
hsa-miR-146a-5p,Alzheimer disease
hsa-miR-146a-5p,Osteoporosis
hsa-miR-146a-5p,Vogt-koyanagi-harada disease
hsa-miR-146a-5p,Tuberous sclerosis
hsa-miR-146a-5p,Breast cancer
hsa-miR-146a-5p,Breast neoplasms
hsa-miR-146a-5p,Vascular diseases
hsa-miR-146a-5p,Pancreatic cancer
hsa-miR-146a-5p,Hepatitis C
hsa-miR-146a-5p,Atherosclerosis
hsa-miR-146a-5p,Multiple sclerosis relapsing-remitting
hsa-miR-146a-5p,Relapsing-remitting multiple sclerosis
hsa-miR-146a-5p,Dermatitis
hsa-miR-146a-5p,Chronic obstructive pulmonary disease
hsa-miR-146a-5p,Papillary thyroid carcinoma
hsa-miR-146a-5p,Pulmonary hypertension
hsa-miR-146a-5p,Juvenile rheumatoid arthritis
hsa-miR-146a-5p,Rheumatoid arthritis
hsa-miR-146a-5p,Neuroblastoma
hsa-miR-146a-5p,Kaposi sarcoma
hsa-miR-146a-5p,Cardiomegaly
hsa-miR-146a-5p,Prostatic neoplasms
hsa-miR-146a-5p,Encephalitis herpes simplex
hsa-miR-146b-5p,Multiple sclerosis chronic progressive
hsa-miR-146b-5p,Hormone-refractory prostate carcinoma
hsa-miR-146b-5p,Alzheimer disease
hsa-miR-146b-5p,Huntington disease
hsa-miR-146b-5p,Lung cancer
hsa-miR-146b-5p,Breast cancer
hsa-miR-146b-5p,Breast neoplasms
hsa-miR-146b-5p,Multiple sclerosis relapsing-remitting
hsa-miR-146b-5p,Relapsing-remitting multiple sclerosis
hsa-miR-146b-5p,Glioma
hsa-miR-146b-5p,Malignant glioma
hsa-miR-146b-5p,Myelofibrosis
hsa-miR-146b-5p,Hepatocellular carcinoma
hsa-miR-146b-5p,Neoplasm residual
hsa-miR-202-3p,Carcinoma lung non-small-cell
hsa-miR-202-3p,Multiple system atrophy
hsa-miR-202-3p,Neuroblastoma
hsa-miR-204-5p,Multiple sclerosis chronic progressive
hsa-miR-204-5p,Prostate cancer
hsa-miR-204-5p,Gastric cancer
hsa-miR-204-5p,Alzheimer disease
hsa-miR-204-5p,Melanoma
hsa-miR-204-5p,Multiple sclerosis relapsing-remitting
hsa-miR-204-5p,Relapsing-remitting multiple sclerosis
hsa-miR-204-5p,Epilepsy temporal lobe
hsa-miR-204-5p,Insulinoma
hsa-miR-204-5p,Intrahepatic cholangiocarcinoma
hsa-miR-204-5p,Cholangiocarcinoma
hsa-miR-204-5p,Aortic valve disease
hsa-miR-204-5p,Hepatocellular carcinoma
hsa-miR-204-5p,Neuroblastoma
hsa-miR-204-5p,Acute myeloid leukemia
hsa-miR-211-5p,Melanoma
hsa-miR-211-5p,Kidney diseases
hsa-miR-211-5p,Aortic valve disease
hsa-miR-211-5p,Colorectal cancer
hsa-miR-22-3p,Multiple sclerosis chronic progressive
hsa-miR-22-3p,Medulloblastoma
hsa-miR-22-3p,Estrogen-receptor positive breast cancer
hsa-miR-22-3p,Chorea
hsa-miR-22-3p,Thrombocytopenia
hsa-miR-22-3p,Breast cancer
hsa-miR-22-3p,Breast neoplasms
hsa-miR-22-3p,Colon cancer
hsa-miR-22-3p,Multiple sclerosis relapsing-remitting
hsa-miR-22-3p,Relapsing-remitting multiple sclerosis
hsa-miR-22-3p,Asthma
hsa-miR-22-3p,Amyotrophic lateral sclerosis
hsa-miR-22-3p,Intrahepatic cholangiocarcinoma
hsa-miR-22-3p,Early hepatocellular carcinoma
hsa-miR-22-3p,Hepatocellular carcinoma
hsa-miR-22-3p,Pulmonary emphysema
hsa-miR-335-5p,Gastric cancer
hsa-miR-335-5p,Alzheimer disease
hsa-miR-335-5p,Myotonic dystrophy
hsa-miR-335-5p,Breast cancer
hsa-miR-335-5p,Breast neoplasms
hsa-miR-335-5p,Thyroid cancer
hsa-miR-335-5p,Non-alcoholic fatty liver disease
hsa-miR-342-3p,Acute promyelocytic leukemia
hsa-miR-342-3p,Alzheimer disease
hsa-miR-342-3p,Neurodegenerative diseases
hsa-miR-342-3p,Lung cancer
hsa-miR-342-3p,Breast cancer
hsa-miR-342-3p,Breast neoplasms
hsa-miR-342-3p,Osteosarcoma
hsa-miR-342-3p,Cervical cancer
hsa-miR-342-3p,Prion disease
hsa-miR-342-3p,Hepatocellular carcinoma
hsa-miR-379-5p,Multiple sclerosis relapsing-remitting
hsa-miR-379-5p,Osteosarcoma
hsa-miR-379-5p,Prostatic neoplasms
hsa-miR-425-5p,Medulloblastoma
hsa-miR-425-5p,Gastric cancer
hsa-miR-425-5p,Amyotrophic lateral sclerosis
hsa-miR-499a-5p,Osteosarcoma
hsa-miR-499a-5p,Hepatocellular carcinoma
hsa-miR-499a-5p,Prostatic neoplasms
hsa-miR-543,Prostate cancer
hsa-miR-543,Gastric cancer
hsa-miR-543,Hepatocellular carcinoma
hsa-miR-9-5p,Disease of metabolism
hsa-miR-9-5p,Metabolic disease
hsa-miR-9-5p,Multiple sclerosis chronic progressive
hsa-miR-9-5p,Medulloblastoma
hsa-miR-9-5p,Triple negative breast cancer
hsa-miR-9-5p,Anencephaly
hsa-miR-9-5p,Gastric cancer
hsa-miR-9-5p,Stomach cancer
hsa-miR-9-5p,Alzheimer disease
hsa-miR-9-5p,Alzheimer disease susceptibility to
hsa-miR-9-5p,Huntington disease
hsa-miR-9-5p,Chorea
hsa-miR-9-5p,Breast cancer
hsa-miR-9-5p,Breast neoplasms
hsa-miR-9-5p,Malignant melanoma
hsa-miR-9-5p,Melanoma
hsa-miR-9-5p,Multiple sclerosis relapsing-remitting
hsa-miR-9-5p,Ovarian cancer
hsa-miR-9-5p,Ovarian neoplasms
hsa-miR-9-5p,Glioblastoma
hsa-miR-9-5p,Glioma
hsa-miR-9-5p,malignant glioma
hsa-miR-9-5p,Melas syndrome
hsa-miR-9-5p,Gastric adenocarcinoma
hsa-miR-9-5p,Stomach adenocarcinoma
hsa-miR-9-5p,Non-small cell lung cancer
hsa-miR-9-5p,Uveal melanoma
hsa-miR-9-5p,Progressive supranuclear palsy
hsa-miR-9-5p,Supranuclear palsy progressive
hsa-miR-9-5p,Hepatocellular carcinoma
hsa-miR-9-5p,Hepatoma
hsa-miR-9-5p,Liver hepatocellular carcinoma
hsa-miR-9-5p,Neuroblastoma
hsa-miR-9-5p,Hodgkin lymphoma
hsa-miR-9-5p,Prostatic neoplasms
hsa-miR-376c-3p,Gastric adenocarcinoma
hsa-miR-376c-3p,Ovarian epithelial cancer
hsa-miR-542-3p,Lymphoplasmacytic lymphoma
hsa-miR-542-3p,Urinary bladder cancer
hsa-miR-542-3p,Lung cancer
hsa-miR-542-3p,Astrocytoma
hsa-miR-542-3p,Non-small cell lung cancer
hsa-miR-542-3p,Hepatocellular carcinoma
hsa-miR-210-3p,Diffuse large b cell lymphoma
hsa-miR-210-3p,Acute promyelocytic leukemia
hsa-miR-210-3p,Prostate cancer
hsa-miR-210-3p,Alzheimer disease
hsa-miR-210-3p,Head and neck cancer
hsa-miR-210-3p,Cardiovascular disease
hsa-miR-210-3p,Breast cancer
hsa-miR-210-3p,Breast neoplasms
hsa-miR-210-3p,Glioblastoma
hsa-miR-210-3p,Glioma
hsa-miR-210-3p,Malignant glioma
hsa-miR-210-3p,Gastrointestinal system cancer
hsa-miR-210-3p,Pancreatic ductal adenocarcinoma
hsa-miR-210-3p,Carcinoma lung non-small-cell
hsa-miR-210-3p,Non-small cell lung adenocarcinoma
hsa-miR-210-3p,Non-small cell lung cancer
hsa-miR-210-3p,Clear cell renal cell carcinoma
hsa-miR-210-3p,Renal clear cell carcinoma
hsa-miR-210-3p,Myocardial infarction
hsa-miR-210-3p,Early hepatocellular carcinoma
hsa-miR-210-3p,Hepatocellular carcinoma
hsa-miR-210-3p,Esophageal squamous cell carcinoma
hsa-miR-210-3p,Brain injury chronic
hsa-miR-210-3p,Laryngocarcinoma cancer
hsa-miR-132-3p,Inflammatory bowel disease
hsa-miR-132-3p,Alzheimer disease
hsa-miR-132-3p,Huntington disease
hsa-miR-132-3p,Pituitary neoplasms
hsa-miR-132-3p,Pancreatic cancer
hsa-miR-132-3p,Glioblastoma
hsa-miR-132-3p,Glioma
hsa-miR-132-3p,Malignant glioma
hsa-miR-132-3p,Chronic obstructive pulmonary disease
hsa-miR-132-3p,Juvenile rheumatoid arthritis
hsa-miR-132-3p,Progressive supranuclear palsy
hsa-miR-132-3p,Supranuclear palsy progressive
hsa-miR-132-3p,Liver carcinoma
hsa-miR-132-3p,Frontotemporal dementia
hsa-miR-132-3p,Colorectal cancer
hsa-miR-132-3p,Colorectal neoplasms
hsa-miR-132-3p,Chronic pain
hsa-miR-212-3p,Gastric cancer
hsa-miR-212-3p,Stomach cancer
hsa-miR-212-3p,Alzheimer disease
hsa-miR-212-3p,Uterine fibroid
hsa-miR-212-3p,Pancreatic ductal adenocarcinoma
hsa-miR-212-3p,Non-small cell lung cancer
hsa-miR-212-3p,Frontotemporal dementia
hsa-miR-31-5p,Idiopathic pulmonary fibrosis
hsa-miR-31-5p,Diffuse large b cell lymphoma
hsa-miR-31-5p,Medulloblastoma
hsa-miR-31-5p,Alzheimer disease
hsa-miR-31-5p,Lung cancer
hsa-miR-31-5p,Kawasaki disease
hsa-miR-31-5p,Colon carcinoma
hsa-miR-31-5p,Breast cancer
hsa-miR-31-5p,Breast neoplasms
hsa-miR-31-5p,Thyroid cancer
hsa-miR-31-5p,Melanoma
hsa-miR-31-5p,Colon cancer
hsa-miR-31-5p,Ovarian cancer
hsa-miR-31-5p,Glioblastoma
hsa-miR-31-5p,Esophageal cancer
hsa-miR-31-5p,Head and neck squamous cell carcinoma
hsa-miR-31-5p,Aortic valve disease
hsa-miR-31-5p,Ovarian endometrial cancer
hsa-miR-31-5p,Hepatocellular carcinoma
hsa-miR-31-5p,Systemic lupus erythematosus
hsa-miR-31-5p,Colorectal cancer
hsa-miR-31-5p,Ovarian epithelial cancer
hsa-miR-31-5p,Cardiomegaly
hsa-miR-31-5p,Mouth diseases
hsa-miR-411-5p,Osteoarthritis
hsa-miR-7-5p,Tongue squamous cell carcinoma
hsa-miR-7-5p,Dermatomyositis
hsa-miR-7-5p,Alzheimer disease
hsa-miR-7-5p,Neurodegenerative diseases
hsa-miR-7-5p,Lung cancer
hsa-miR-7-5p,Parkinson disease
hsa-miR-7-5p,Breast cancer
hsa-miR-7-5p,Breast neoplasms
hsa-miR-7-5p,Malignant melanoma
hsa-miR-7-5p,Melanoma
hsa-miR-7-5p,Glioblastoma
hsa-miR-7-5p,Glioma
hsa-miR-7-5p,Malignant glioma
hsa-miR-7-5p,Pancreatic ductal adenocarcinoma
hsa-miR-7-5p,Carcinoma lung non-small-cell
hsa-miR-7-5p,Non-small cell lung adenocarcinoma
hsa-miR-7-5p,Non-small cell lung cancer
hsa-miR-7-5p,Schizophrenia
hsa-miR-7-5p,Neuroblastoma
hsa-miR-7-5p,Ovarian epithelial cancer
hsa-miR-7-5p,Thyroid cancer papillary
hsa-miR-7-5p,Mptp poisoning
hsa-miR-192-5p,Medulloblastoma
hsa-miR-192-5p,Atrial fibrillation
hsa-miR-192-5p,Hirschsprung disease
hsa-miR-192-5p,Gastric cancer
hsa-miR-192-5p,Alzheimer disease
hsa-miR-192-5p,Breast cancer
hsa-miR-192-5p,Colon cancer
hsa-miR-192-5p,Amyotrophic lateral sclerosis
hsa-miR-192-5p,Osteosarcoma
hsa-miR-192-5p,Early hepatocellular carcinoma
hsa-miR-192-5p,HBV+ hepatocellular carcinoma
hsa-miR-192-5p,Hepatocellular carcinoma
hsa-miR-192-5p,Ulcerative colitis
hsa-miR-192-5p,Colorectal cancer
hsa-miR-192-5p,Multiple myeloma
hsa-miR-192-5p,Arrhythmias cardiac
hsa-miR-192-5p,Death sudden
hsa-miR-215-5p,Hirschsprung disease
hsa-miR-215-5p,Gastric cancer
hsa-miR-215-5p,Stomach cancer
hsa-miR-215-5p,Breast cancer
hsa-miR-215-5p,Breast neoplasms
hsa-miR-215-5p,Melanoma
hsa-miR-215-5p,Thyroid adenomas
hsa-miR-215-5p,Colorectal cancer
hsa-miR-215-5p,Diabetic nephropathies
hsa-miR-215-5p,Fibrosis
hsa-miR-215-5p,Stroke lacunar
hsa-miR-378a-3p,Alzheimer disease
hsa-miR-378a-3p,Pancreatic cancer
hsa-miR-378a-3p,Colorectal cancer
hsa-miR-378b,Urinary bladder cancer
hsa-miR-378b,Urinary bladder neoplasms
hsa-miR-378b,Carcinoma renal cell
hsa-miR-378b,Renal cell carcinoma
hsa-miR-378c,Urinary bladder cancer
hsa-miR-378c,Urinary bladder neoplasms
hsa-miR-378c,Carcinoma renal cell
hsa-miR-378c,Renal cell carcinoma
hsa-miR-378e,Urinary bladder cancer
hsa-miR-378e,Urinary bladder neoplasms
hsa-miR-378e,Carcinoma renal cell
hsa-miR-378e,Renal cell carcinoma
hsa-miR-378h,Urinary bladder cancer
hsa-miR-378h,Urinary bladder neoplasms
hsa-miR-378h,Carcinoma renal cell
hsa-miR-378h,Renal cell carcinoma
hsa-miR-378i,Urinary bladder cancer
hsa-miR-378i,Urinary bladder neoplasms
hsa-miR-378i,Carcinoma renal cell
hsa-miR-378i,Renal cell carcinoma
hsa-miR-422a,Alzheimer disease
hsa-miR-422a,Thyroid cancer
hsa-miR-422a,Osteosarcoma
hsa-miR-422a,Colorectal cancer
hsa-miR-183-5p,Retinitis pigmentosa
hsa-miR-183-5p,Lung cancer
hsa-miR-183-5p,Breast cancer
hsa-miR-183-5p,Breast neoplasms
hsa-miR-183-5p,Melanoma
hsa-miR-183-5p,Chronic obstructive pulmonary disease
hsa-miR-183-5p,Amyotrophic lateral sclerosis
hsa-miR-183-5p,Osteosarcoma
hsa-miR-183-5p,Hepatocellular carcinoma
hsa-miR-183-5p,Liver hepatocellular carcinoma
hsa-miR-183-5p,Colorectal cancer
hsa-miR-183-5p,Nasopharynx carcinoma
hsa-miR-183-5p,Prostatic neoplasms
hsa-miR-431-5p,Multiple sclerosis relapsing-remitting
hsa-miR-496,Breast cancer
hsa-miR-496,Breast neoplasms
hsa-miR-496,Acute myeloid leukemia
hsa-miR-496,Leukemia acute myeloid
hsa-miR-382-5p,Alzheimer disease
hsa-miR-382-5p,Fragile x syndrome
hsa-miR-448,Alzheimer disease
hsa-miR-448,Breast cancer
hsa-miR-448,Breast neoplasms
hsa-miR-448,Osteosarcoma
hsa-miR-300,Breast cancer
hsa-miR-300,Pancreatic cancer
hsa-miR-300,Laryngeal squamous cell carcinoma
hsa-miR-300,Glioma
hsa-miR-300,Head and neck squamous cell carcinoma
hsa-miR-300,Hepatocellular carcinoma
hsa-miR-381-3p,Alzheimer disease
hsa-miR-381-3p,Breast cancer
hsa-miR-381-3p,Breast neoplasms
hsa-miR-381-3p,Pulmonary tuberculosis
hsa-miR-381-3p,Glioma
hsa-miR-381-3p,Malignant glioma
hsa-miR-381-3p,Papillary thyroid carcinoma
hsa-miR-191-5p,Medulloblastoma
hsa-miR-191-5p,Alzheimer disease
hsa-miR-191-5p,Renal cell carcinoma
hsa-miR-615-3p,Gastric cancer
hsa-miR-615-3p,Liver cirrhosis
hsa-miR-190a-5p,Multiple sclerosis chronic progressive
hsa-miR-190a-5p,Medulloblastoma
hsa-miR-190a-5p,Alzheimer disease
hsa-miR-190a-5p,Melanoma
hsa-miR-190a-5p,Multiple sclerosis relapsing-remitting
hsa-miR-190a-5p,Arsenic poisoning
hsa-miR-190a-5p,Stroke lacunar
hsa-miR-486-5p,Huntington disease
hsa-miR-486-5p,Chorea
hsa-miR-486-5p,Down syndrome
hsa-miR-486-5p,Multiple sclerosis relapsing-remitting
hsa-miR-486-5p,Glioblastoma
hsa-miR-486-5p,Non-small cell lung cancer
hsa-miR-486-5p,Cervical cancer
hsa-miR-486-5p,Esophageal squamous cell carcinoma
hsa-miR-486-5p,Cardiomegaly
hsa-miR-133a-3p,Oral squamous cell carcinoma
hsa-miR-133a-3p,Prostate cancer
hsa-miR-133a-3p,Bladder cancer
hsa-miR-133a-3p,Head and neck squamous cell carcinoma
hsa-miR-133b,Tongue squamous cell carcinoma
hsa-miR-133b,Atrial fibrillation
hsa-miR-133b,Colorectal carcinoma
hsa-miR-133b,Prostate cancer
hsa-miR-133b,Prostate neoplasms
hsa-miR-133b,Gastric cancer
hsa-miR-133b,Gastric neoplasms
hsa-miR-133b,Alzheimer disease
hsa-miR-133b,Bladder cancer
hsa-miR-133b,Urinary bladder cancer
hsa-miR-133b,Urinary bladder neoplasms
hsa-miR-133b,Cardiovascular disease
hsa-miR-133b,Cardiomyopathy dilated
hsa-miR-133b,Idiopathic dilated cardiomyopathy
hsa-miR-133b,Lung cancer
hsa-miR-133b,Lung neoplasms
hsa-miR-133b,Carcinoma colon
hsa-miR-133b,Breast cancer
hsa-miR-133b,Breast neoplasms
hsa-miR-133b,Squamous cell carcinoma
hsa-miR-133b,Atherosclerosis
hsa-miR-133b,Glioblastoma
hsa-miR-133b,Glioma
hsa-miR-133b,Gastrointestinal neoplasms
hsa-miR-133b,Gastrointestinal system cancer
hsa-miR-133b,Osteosarcoma
hsa-miR-133b,Squamous cell carcinoma esophageal
hsa-miR-133b,Non-small cell lung cancer
hsa-miR-133b,Lung adenocarcinoma
hsa-miR-133b,Heart failure
hsa-miR-133b,Hepatocellular carcinoma
hsa-miR-133b,Cataract
hsa-miR-133b,Retinal degeneration
hsa-miR-133b,Colorectal cancer
hsa-miR-133b,Nasopharyngeal carcinoma
hsa-miR-133b,Acute myocardial infarction
hsa-miR-133b,Esophageal squamous cell carcinoma
hsa-miR-133b,Bladder neoplasms
hsa-miR-133b,Cardiomegaly
hsa-miR-133b,Hypertrophy
hsa-miR-133b,Prostatic neoplasms
hsa-miR-133b,Hypertrophy left ventricular
hsa-miR-451a,Adult T cell leukemia
hsa-miR-451a,Leukemia-lymphoma adult t-cell
hsa-miR-451a,Anencephaly
hsa-miR-451a,Colorectal carcinoma
hsa-miR-451a,Fatty liver non-alcoholic
hsa-miR-451a,Gastric neoplasms
hsa-miR-451a,Stomach cancer
hsa-miR-451a,Gastric cancer
hsa-miR-451a,Alzheimer disease
hsa-miR-451a,Bladder cancer
hsa-miR-451a,Urinary bladder cancer
hsa-miR-451a,Esophageal carcinoma
hsa-miR-451a,Hypertrophic cardiomyopathy
hsa-miR-451a,Primary biliary cirrhosis
hsa-miR-451a,Breast cancer
hsa-miR-451a,Breast neoplasms
hsa-miR-451a,Neoplasms
hsa-miR-451a,Pancreatic cancer
hsa-miR-451a,Pancreatic neoplasms
hsa-miR-451a,Basal cell carcinoma
hsa-miR-451a,Thyroid adenomas
hsa-miR-451a,Pulmonary tuberculosis
hsa-miR-451a,Tuberculosis pulmonary
hsa-miR-451a,Glioma
hsa-miR-451a,Malignant glioma
hsa-miR-451a,Gastrointestinal neoplasms
hsa-miR-451a,Gastrointestinal system cancer
hsa-miR-451a,Amyotrophic lateral sclerosis
hsa-miR-451a,Renal cell carcinoma
hsa-miR-451a,Esophageal cancer
hsa-miR-451a,Esophageal neoplasms
hsa-miR-451a,Carcinoma hepatocellular
hsa-miR-451a,Hepatocellular carcinoma
hsa-miR-451a,Rheumatoid arthritis
hsa-miR-451a,Chronic myeloid leukemia
hsa-miR-451a,Leukemia myeloid chronic
hsa-miR-451a,Polycythemia vera
hsa-miR-451a,Acute myeloid leukemia
hsa-miR-451a,Leukemia acute myeloid
hsa-miR-451a,Colorectal cancer
hsa-miR-451a,Carcinoma nasopharyngeal
hsa-miR-451a,Nasopharyngeal carcinoma
hsa-miR-451a,Nasopharynx carcinoma
hsa-miR-451a,Erythropoiesis
hsa-miR-451a,Cardiomegaly
hsa-miR-451a,Trophoblasts
hsa-miR-451a,Ischemic heart disease
hsa-miR-126-3p,Multiple sclerosis chronic progressive
hsa-miR-126-3p,Acute promyelocytic leukemia
hsa-miR-126-3p,Anencephaly
hsa-miR-126-3p,Congenital myopathy
hsa-miR-126-3p,Gastric cancer
hsa-miR-126-3p,Alzheimer disease
hsa-miR-126-3p,Primary pulmonary hypertension
hsa-miR-126-3p,Breast cancer
hsa-miR-126-3p,Breast neoplasms
hsa-miR-126-3p,Thyroid cancer
hsa-miR-126-3p,Colon cancer
hsa-miR-126-3p,Multiple sclerosis relapsing-remitting
hsa-miR-126-3p,Relapsing-remitting multiple sclerosis
hsa-miR-126-3p,Carcinoma lung non-small-cell
hsa-miR-126-3p,Non-small cell lung cancer
hsa-miR-126-3p,Early hepatocellular carcinoma
hsa-miR-126-3p,Hepatocellular carcinoma
hsa-miR-126-3p,Rheumatoid arthritis
hsa-miR-126-3p,Neuroblastoma
hsa-miR-126-3p,Ulcerative colitis
hsa-miR-126-3p,Acute myelocytic leukemia
hsa-miR-126-3p,Acute myeloid leukemia
hsa-miR-126-3p,Colorectal cancer
hsa-miR-126-3p,Diabetes mellitus
hsa-miR-126-3p,Type 2 diabetes mellitus
