lncRNA,disease
FOXD2-AS1,Esophageal squamous cell carcinoma
FOXD2-AS1,Cardiomegaly
FOXD2-AS1,Idiopathic pulmonary fibrosis
FOXD2-AS1,Prostate cancer
FOXD2-AS1,Melanoma
FOXD2-AS1,Glioblastoma
FOXD2-AS1,Early hepatocellular carcinoma
FOXD2-AS1,Hepatocellular carcinoma
FOXD2-AS1,Colorectal cancer
FOXD2-AS1,Breast neoplasms
AGBL4-IT1,Breast cancer
AGBL4-IT1,Breast neoplasms
AGBL4-IT1,Colon cancer
AGBL4-IT1,Glioma
AGBL4-IT1,Malignant glioma
AGBL4-IT1,Lung adenocarcinoma
AGBL4-IT1,Osteoarthritis
AGBL4-IT1,Ischemia/reperfusion injury
DHCR24-DT,Disease of metabolism
DHCR24-DT,Gastric cancer
DHCR24-DT,Primary biliary cirrhosis
DHCR24-DT,Cardiovascular disease
DHCR24-DT,Breast cancer
DHCR24-DT,Breast neoplasms
DHCR24-DT,HCV
DHCR24-DT,Hepatitis B
DHCR24-DT,Glioma
DHCR24-DT,Malignant glioma
DHCR24-DT,Pancreatic ductal adenocarcinoma
DHCR24-DT,Early hepatocellular carcinoma
DHCR24-DT,HBV+ hepatocellular carcinoma
DHCR24-DT,Hepatocelluar carcinoma
DHCR24-DT,Hepatocellular carcinoma
DHCR24-DT,Osteoarthritis
DHCR24-DT,Type 2 diabetes mellitus
DHCR24-DT,Fatty liver disease
DHCR24-DT,Infection
DHCR24-DT,Acute liver failure
DHCR24-DT,Liver failure acute
DHCR24-DT,Non-alcoholic fatty liver disease
DHCR24-DT,Gastric neoplasms
DHCR24-DT,Stomach cancer
DHCR24-DT,Hypertension
DHCR24-DT,Heart disease
DHCR24-DT,Ataxia telangiectasia
DHCR24-DT,Squamous cell carcinoma
DHCR24-DT,Pulmonary tuberculosis
DHCR24-DT,Tuberculosis pulmonary
DHCR24-DT,Gastrointestinal neoplasms
DHCR24-DT,Squamous cell carcinoma skin or unspecific
DHCR24-DT,Osteosarcoma
DHCR24-DT,Gastric carcinoma
DHCR24-DT,Stomach carcinoma
DHCR24-DT,Carcinoma hepatocellular
DHCR24-DT,Neuroblastoma
DHCR24-DT,Alzheimer disease
LINC01748,Alzheimer disease
LINC01748,Melanoma
LINC01748,Osteosarcoma
LINC01748,Stroke lacunar
ZRANB2-AS2,Multiple sclerosis chronic progressive
ZRANB2-AS2,Rheumatic heart diseases
ZRANB2-AS2,Medulloblastoma
ZRANB2-AS2,Gastric cancer
ZRANB2-AS2,Stomach cancer
ZRANB2-AS2,Alzheimer disease
ZRANB2-AS2,Multiple sclerosis relapsing-remitting
ZRANB2-AS2,Relapsing-remitting multiple sclerosis
ZRANB2-AS2,Colorectal cancer
CCDC18-AS1,Inflammatory bowel disease
CCDC18-AS1,Multiple sclerosis chronic progressive
CCDC18-AS1,Oral squamous cell carcinoma
CCDC18-AS1,Medulloblastoma
CCDC18-AS1,Precursor cell lymphoblastic leukemia-lymphoma
CCDC18-AS1,Chronic lymphocytic leukemia
CCDC18-AS1,Alzheimer disease
CCDC18-AS1,Alzheimer disease susceptibility to
CCDC18-AS1,Bladder cancer
CCDC18-AS1,Seizures
CCDC18-AS1,Chorea
CCDC18-AS1,Lung cancer
CCDC18-AS1,Fragile x syndrome
CCDC18-AS1,Parkinson disease
CCDC18-AS1,Breast cancer
CCDC18-AS1,Breast neoplasms
CCDC18-AS1,Cancer
CCDC18-AS1,Hepatitis C
CCDC18-AS1,Melanoma
CCDC18-AS1,Multiple sclerosis relapsing-remitting
CCDC18-AS1,Relapsing-remitting multiple sclerosis
CCDC18-AS1,Cerebellar disease
CCDC18-AS1,Glioblastoma
CCDC18-AS1,Astrocytoma
CCDC18-AS1,Glioma
CCDC18-AS1,malignant glioma
CCDC18-AS1,Teratocarcinoma
CCDC18-AS1,Osteosarcoma
CCDC18-AS1,Ewing sarcoma
CCDC18-AS1,Carcinoma lung non-small-cell
CCDC18-AS1,Non-small cell lung cancer
CCDC18-AS1,Cervical cancer
CCDC18-AS1,Renal clear cell carcinoma
CCDC18-AS1,Cholangiocarcinoma
CCDC18-AS1,Uveal melanoma
CCDC18-AS1,Bladder transitional cell carcinoma
CCDC18-AS1,Progressive supranuclear palsy
CCDC18-AS1,Hepatocellular carcinoma
CCDC18-AS1,Retinoblastoma
CCDC18-AS1,Neuroblastoma
CCDC18-AS1,Tongue cancer
CCDC18-AS1,Colorectal cancer
CCDC18-AS1,Nasopharyngeal carcinoma
CCDC18-AS1,Leukemia lymphoblastic acute
CCDC18-AS1,Uterine cervical neoplasms
CCDC18-AS1,Cerebellar neurodegeneration
CCDC18-AS1,Cholestatic liver injury
CCDC18-AS1,Acute promyelocytic leukemia
CCDC18-AS1,Neurofibromatosis 1
CCDC18-AS1,Prostate cancer
CCDC18-AS1,Pituitary neoplasms
CCDC18-AS1,Pituitary somatomammotrophic tumor
CCDC18-AS1,Atherosclerosis
CCDC18-AS1,Ovarian neoplasms
CCDC18-AS1,Amyotrophic lateral sclerosis
CCDC18-AS1,Pituitary adenoma
CCDC18-AS1,Growth hormone-secreting pituitary adenoma
CCDC18-AS1,Acute myelogenous leukemia
CCDC18-AS1,Acute myeloid leukemia
CCDC18-AS1,Acute lymphoblastic leukemia
CCDC18-AS1,Acute lymphocytic leukemia
CCDC18-AS1,Nerve degeneration
CCDC18-AS1,Gastric cancer
CCDC18-AS1,Stomach cancer
CCDC18-AS1,Hand foot and mouth disease
CCDC18-AS1,Osteoporosis
CCDC18-AS1,Leukemia
CCDC18-AS1,Uterine fibroid
CCDC18-AS1,Ovarian cancer
CCDC18-AS1,Gastric adenocarcinoma
CCDC18-AS1,Pancreatic adenocarcinoma
CCDC18-AS1,Early hepatocellular carcinoma
CCDC18-AS1,Rheumatoid arthritis
CCDC18-AS1,Diabetes mellitus
CCDC18-AS1,Type 2 diabetes mellitus
CCDC18-AS1,Esophageal squamous cell carcinoma
CCDC18-AS1,Cardiomegaly
CCDC18-AS1,Primary pulmonary hypertension
CCDC18-AS1,Colorectal carcinoma
CCDC18-AS1,Neurodegenerative diseases
CCDC18-AS1,Prostatic neoplasms
CCDC18-AS1,Coronary artery disease
CCDC18-AS1,Acute myeloid leukemia with mixed lineage leukemia
CCDC18-AS1,Ovarian epithelial cancer
LINC01356,Gastric cancer
LINC01356,Melanoma
LINC01356,Williams syndrome
LINC01356,Glioblastoma
LINC01356,Osteosarcoma
LINC01356,Pituitary adenoma
LINC01356,Carcinoma lung non-small-cell
LINC01356,Non-small cell lung adenocarcinoma
LINC01356,Hepatocellular carcinoma
LINC01356,Colorectal cancer
LINC01356,Cardiomegaly
WARS2-AS1,Oral squamous cell carcinoma
WARS2-AS1,Triple negative breast cancer
WARS2-AS1,Prostate cancer
WARS2-AS1,Bladder cancer
WARS2-AS1,Lung cancer
WARS2-AS1,Breast cancer
WARS2-AS1,Breast neoplasms
WARS2-AS1,Melanoma
WARS2-AS1,Hereditary spastic paraplegia
WARS2-AS1,Lung adenocarcinoma
WARS2-AS1,Cholangiocarcinoma
WARS2-AS1,Hepatocellular carcinoma
WARS2-AS1,Uterine cervical neoplasms
WARS2-AS1,Prostatic neoplasms
WARS2-AS1,Spinocerebellar ataxia type 1
WARS2-AS1,Lymphoblastic lymphoma
WARS2-AS1,Thyroid carcinoma anaplastic
WARS2-AS1,Thyroid adenomas
WARS2-AS1,Glioblastoma
WARS2-AS1,Glioma
WARS2-AS1,Malignant glioma
WARS2-AS1,Notch-induced t-cell acute lymphoblastic leukemia
WARS2-AS1,T-cell acute lymphoblastic leukemia
WARS2-AS1,Cowden disease
WARS2-AS1,Neuroblastoma
WARS2-AS1,Lymphosarcoma
WARS2-AS1,Acute myelogenous leukemia
WARS2-AS1,Acute myeloid leukemia
WARS2-AS1,Colorectal cancer
WARS2-AS1,Multiple myeloma
WARS2-AS1,Esophageal squamous cell carcinoma
WARS2-AS1,Chronic pain
WARS2-AS1,Medulloblastoma
WARS2-AS1,Malignant lymphoma
WARS2-AS1,Alzheimer disease
WARS2-AS1,Encephalitis japanese
WARS2-AS1,Fragile x syndrome
WARS2-AS1,Malignant melanoma
WARS2-AS1,Multiple sclerosis relapsing-remitting
WARS2-AS1,Coronary artery disease
WARS2-AS1,Myasthenia gravis autoimmune experimental
WARS2-AS1,B-cell lymphoma
WARS2-AS1,B-cell non-hodgkin lymphoma
WARS2-AS1,Crohn disease
WARS2-AS1,Intermediate coronary syndrome
WARS2-AS1,Nasopharyngeal carcinoma
WARS2-AS1,Stroke lacunar
LINC01719,Multiple sclerosis chronic progressive
LINC01719,Precursor cell lymphoblastic leukemia-lymphoma
LINC01719,Breast cancer
LINC01719,Breast neoplasms
LINC01719,Relapsing-remitting multiple sclerosis
LINC01719,Ovarian cancer
LINC01719,Asthma
LINC01719,Kidney diseases
LINC01719,Hepatocellular carcinoma
LINC01719,Osteoarthritis
LINC01719,Acute myeloid leukemia
LINC02802,Diffuse large b cell lymphoma
LINC02802,Multiple sclerosis chronic progressive
LINC02802,Renal fibrosis
LINC02802,Precursor cell lymphoblastic leukemia-lymphoma
LINC02802,Pre-eclampsia
LINC02802,Alzheimer disease
LINC02802,Hypertension
LINC02802,Lung cancer
LINC02802,Kawasaki disease
LINC02802,Tuberous sclerosis
LINC02802,Down syndrome
LINC02802,Breast cancer
LINC02802,Breast neoplasms
LINC02802,Pituitary neoplasms
LINC02802,Melanoma
LINC02802,Atherosclerosis
LINC02802,Hepatitis B
LINC02802,Multiple sclerosis relapsing-remitting
LINC02802,Relapsing-remitting multiple sclerosis
LINC02802,Thyroid adenomas
LINC02802,Pulmonary tuberculosis
LINC02802,Glioblastoma
LINC02802,Glioblastoma multiforme
LINC02802,Coronary artery disease
LINC02802,Pancreatic ductal adenocarcinoma
LINC02802,Pituitary adenoma
LINC02802,Acute myocarditis
LINC02802,Scleroderma
LINC02802,Cervical cancer
LINC02802,HIV
LINC02802,Juvenile rheumatoid arthritis
LINC02802,Hepatocellular carcinoma
LINC02802,B-cell lymphoma
LINC02802,Leukemic b-cells
LINC02802,Hodgkin disease
LINC02802,Hodgkin lymphoma
LINC02802,Intermediate coronary syndrome
LINC02802,Colorectal cancer
LINC02802,Colorectal neoplasms
LINC02802,Cardiomegaly
LINC02802,Inflammation
LINC02802,Lung injury
LINC02802,Plaque atherosclerotic
TDRKH-AS1,Acute promyelocytic leukemia
TDRKH-AS1,Alzheimer disease
TDRKH-AS1,Fragile x syndrome
TDRKH-AS1,Melanoma
TDRKH-AS1,Multiple sclerosis relapsing-remitting
TDRKH-AS1,Carcinoma lung non-small-cell
TDRKH-AS1,Non-small cell lung cancer
TDRKH-AS1,Lung adenocarcinoma
TDRKH-AS1,Carcinoma renal cell
TDRKH-AS1,Kidney chromophobe cancer
TDRKH-AS1,Renal cell carcinoma
TDRKH-AS1,Nasopharyngeal carcinoma
TDRKH-AS1,Multiple sclerosis chronic progressive
TDRKH-AS1,Gastric cancer
TDRKH-AS1,Urinary bladder cancer
TDRKH-AS1,Primary pulmonary hypertension
TDRKH-AS1,Breast cancer
TDRKH-AS1,Squamous cell carcinoma
TDRKH-AS1,Multiple sclerosis
TDRKH-AS1,Relapsing-remitting multiple sclerosis
TDRKH-AS1,Ovarian cancer
TDRKH-AS1,Glioma
TDRKH-AS1,Malignant glioma
TDRKH-AS1,Liver cancer
TDRKH-AS1,Retinoblastoma
TDRKH-AS1,Cardiomegaly
TDRKH-AS1,Hypopharyngeal carcinoma
TDRKH-AS1,Hypopharyngeal squamous cell carcinoma
FLG-AS1,Medulloblastoma
FLG-AS1,Alzheimer disease
FLG-AS1,Colon cancer
FLG-AS1,Amyotrophic lateral sclerosis
FLG-AS1,Colorectal cancer
FLG-AS1,Multiple sclerosis chronic progressive
FLG-AS1,Lung cancer
FLG-AS1,Squamous cell carcinoma
FLG-AS1,Vascular diseases
FLG-AS1,Multiple sclerosis relapsing-remitting
FLG-AS1,Lung adenocarcinoma
RUSC1-AS1,Multiple sclerosis chronic progressive
RUSC1-AS1,Medulloblastoma
RUSC1-AS1,Gastric cancer
RUSC1-AS1,Brain cancer
RUSC1-AS1,Brain neoplasms
RUSC1-AS1,Lung cancer
RUSC1-AS1,Lung neoplasms
RUSC1-AS1,Breast cancer
RUSC1-AS1,Breast neoplasms
RUSC1-AS1,Colon neoplasms
RUSC1-AS1,Multiple sclerosis
RUSC1-AS1,Multiple sclerosis relapsing-remitting
RUSC1-AS1,Relapsing-remitting multiple sclerosis
RUSC1-AS1,Glioma
RUSC1-AS1,Malignant glioma
RUSC1-AS1,Lung fibrosis
RUSC1-AS1,Cervical cancer
RUSC1-AS1,Hepatocellular carcinoma
RUSC1-AS1,Diabetes mellitus type 1
RUSC1-AS1,Type 1 diabetes mellitus
RUSC1-AS1,Osteosarcoma
RUSC1-AS1,Prostate cancer
RUSC1-AS1,Glioblastoma
RUSC1-AS1,Non-small cell lung cancer
RUSC1-AS1,Esophagus adenocarcinoma
RUSC1-AS1,Rheumatic heart diseases
RUSC1-AS1,Stomach cancer
RUSC1-AS1,Alzheimer disease
RUSC1-AS1,Colorectal cancer
ASH1L-AS1,Gastric cancer
ASH1L-AS1,Breast cancer
ASH1L-AS1,Breast neoplasms
ASH1L-AS1,Hepatocellular carcinoma
ASH1L-AS1,Colorectal cancer
ASH1L-AS1,Squamous cell carcinoma
ASH1L-AS1,Glioblastoma
ASH1L-AS1,Osteosarcoma
GAS5,Multiple sclerosis chronic progressive
GAS5,Medulloblastoma
GAS5,Acute promyelocytic leukemia
GAS5,Precursor cell lymphoblastic leukemia-lymphoma
GAS5,Neurofibromatosis 1
GAS5,Prostate cancer
GAS5,Alzheimer disease
GAS5,Breast cancer
GAS5,Breast neoplasms
GAS5,Pituitary neoplasms
GAS5,Pituitary somatomammotrophic tumor
GAS5,Melanoma
GAS5,Atherosclerosis
GAS5,Multiple sclerosis relapsing-remitting
GAS5,Ovarian neoplasms
GAS5,Glioblastoma
GAS5,Glioma
GAS5,Malignant glioma
GAS5,Amyotrophic lateral sclerosis
GAS5,Pituitary adenoma
GAS5,Growth hormone-secreting pituitary adenoma
GAS5,Neuroblastoma
GAS5,Acute myelogenous leukemia
GAS5,Acute myeloid leukemia
GAS5,Acute lymphoblastic leukemia
GAS5,Acute lymphocytic leukemia
GAS5,Leukemia lymphoblastic acute
GAS5,Nerve degeneration
GAS5,Oral squamous cell carcinoma
GAS5,Gastric cancer
GAS5,Stomach cancer
GAS5,Lung cancer
GAS5,Lung neoplasms
GAS5,Pancreatic cancer
GAS5,Liver cancer
GAS5,Pancreatic adenocarcinoma
GAS5,Cervical cancer
GAS5,Bladder cancer
GAS5,Thyroid adenomas
GAS5,Hepatocellular carcinoma
GAS5,Liver hepatocellular carcinoma
GAS5,Classic hodgkin lymphoma
GAS5,Hodgkin lymphoma
GAS5,Colorectal cancer
GAS5,Wounds and injuries
GAS5,Peutz-jeghers syndrome
GAS5,Carcinoma lung non-small-cell
GAS5,Colon cancer
GAS5,Lung adenocarcinoma
GAS5,Osteoarthritis
GAS5,Ischemia/reperfusion injury
GAS5,Triple negative breast cancer
GAS5,Thyroid carcinoma anaplastic
GAS5,Carotid stenosis
GAS5,Relapsing-remitting multiple sclerosis
GAS5,Non-small cell lung cancer
GAS5,Renal cell carcinoma
GAS5,Colorectal neoplasms
GAS5,Nasopharyngeal carcinoma
GAS5,Cardiomegaly
GAS5,Adrenoleukodystrophy
GAS5,Vitiligo
GAS5,Acute leukemia
GAS5,Huntington disease
GAS5,Chorea
GAS5,Congenital heart disease
GAS5,Pancreatic endocrine carcinoma
GAS5,Malignant melanoma
GAS5,Endometriosis
GAS5,Osteosarcoma
GAS5,Pancreatic ductal adenocarcinoma
GAS5,Scleroderma
GAS5,Esophageal adenocarcinoma
GAS5,Esophageal cancer
GAS5,Hypoxia
GAS5,Prostate carcinoma
GAS5,Head and neck cancer
GAS5,Parkinson disease
GAS5,Aggressive squamous cell carcinoma
GAS5,Biliary tract cancer
GAS5,Head and neck squamous cell carcinoma
GAS5,Ovarian epithelial cancer
GAS5,Colorectal carcinoma
GAS5,Chronic lymphocytic leukemia
GAS5,Urinary bladder cancer
GAS5,Leukemia
GAS5,Vascular diseases
GAS5,Thyroid cancer
GAS5,Essential thrombocythemia
GAS5,Astrocytoma
GAS5,Papillary thyroid carcinoma
GAS5,Thyroid papillary carcinoma
GAS5,Gastric carcinoma
GAS5,Stomach carcinoma
GAS5,Embryonal cancer
GAS5,Type 2 diabetes mellitus
GAS5,Multiple myeloma
GAS5,Oral tongue squamous cell carcinoma
GAS5,Liver cirrhosis
GAS5,Psoriasis
GAS5,Inflammatory bowel disease
GAS5,Hereditary neutrophilia
GAS5,Asthma
GAS5,Myelofibrosis
GAS5,HIV
GAS5,Malignant pleural mesothelioma
GAS5,Chronic myeloid leukemia
GAS5,Oesophageal squamous cell carcinoma
GAS5,Chronic kidney disease-mineral and bone disorder
GAS5,Tongue squamous cell carcinoma
GAS5,Leukodystrophy metachromatic
GAS5,Vogt-koyanagi-harada disease
GAS5,Heart failure
GAS5,Uterine fibroid
GAS5,Diabetic nephropathies
GAS5,Brain injury chronic
GAS5,Idiopathic pulmonary fibrosis
GAS5,Lymphoma
GAS5,Anaplastic thyroid cancer
GAS5,Duchenne muscular dystrophy
GAS5,Primary biliary cirrhosis
GAS5,Glomerulonephritis
GAS5,Cholangiocarcinoma
GAS5,Burkitt lymphoma
GAS5,Cardiac hypertrophy
GAS5,Lewy body dementia
GAS5,Laryngeal carcinoma
GAS5,Ovarian carcinoma
GAS5,Rheumatoid arthritis
GAS5,Ulcerative colitis
GAS5,Disease of metabolism
GAS5,Spinocerebellar ataxia type 17
GAS5,B-cell chronic lymphocytic leukemia
GAS5,Muscular dystrophy duchenne
GAS5,Cerebellar disease
GAS5,Nervous system cancer
GAS5,Lung squamous cell carcinoma
GAS5,Systemic scleroderma
GAS5,Ankylosing spondylitis
GAS5,Tendon injuries
GAS5,Sarcopenia
GAS5,Myotonic dystrophy
GAS5,Schizophrenia
GAS5,Kit-driven acute myeloid leukemia
GAS5,Frontotemporal dementia
GAS5,Type 2 diabetes
GAS5,Acute myelogeneous leukemia
GAS5,Stroke lacunar
GAS5,Rhabdomyosarcoma
RASAL2-AS1,Polycystic liver disease
RASAL2-AS1,Multiple sclerosis chronic progressive
RASAL2-AS1,Estrogen-receptor positive breast cancer
RASAL2-AS1,Acute promyelocytic leukemia
RASAL2-AS1,B-cell chronic lymphocytic leukemia
RASAL2-AS1,Chronic lymphocytic leukemia
RASAL2-AS1,Endometrial cancer
RASAL2-AS1,Breast cancer
RASAL2-AS1,Breast neoplasms
RASAL2-AS1,Pituitary neoplasms
RASAL2-AS1,Pancreatic cancer
RASAL2-AS1,Malignant melanoma
RASAL2-AS1,Melanoma
RASAL2-AS1,Multiple sclerosis relapsing-remitting
RASAL2-AS1,Relapsing-remitting multiple sclerosis
RASAL2-AS1,Ovarian cancer
RASAL2-AS1,Glioma
RASAL2-AS1,Malignant glioma
RASAL2-AS1,Amyotrophic lateral sclerosis
RASAL2-AS1,Carcinoma lung non-small-cell
RASAL2-AS1,Non-small cell lung adenocarcinoma
RASAL2-AS1,Non-small cell lung cancer
RASAL2-AS1,Hepatocellular carcinoma
RASAL2-AS1,Chronic myeloid leukemia
RASAL2-AS1,Myeloid leukemia
RASAL2-AS1,Multiple myeloma
RASAL2-AS1,Myeloma
RASAL2-AS1,Gastric cancer
RASAL2-AS1,Alzheimer disease
RASAL2-AS1,Encephalitis japanese
RASAL2-AS1,Colorectal cancer
RASAL2-AS1,Cardiac hypertrophy
RASAL2-AS1,Cardiomegaly
RASAL2-AS1,Mantle cell lymphoma
RASAL2-AS1,Oral squamous cell carcinoma
RASAL2-AS1,Prostate cancer
RASAL2-AS1,Stomach cancer
RASAL2-AS1,Malaria
RASAL2-AS1,Down syndrome
RASAL2-AS1,Cancer
RASAL2-AS1,Glioblastoma
RASAL2-AS1,Astrocytoma
RASAL2-AS1,Carcinoma lung non small cell
RASAL2-AS1,Heart failure
RASAL2-AS1,Juvenile rheumatoid arthritis
RASAL2-AS1,Osteoarthritis
RASAL2-AS1,Ulcerative colitis
RASAL2-AS1,Stroke lacunar
RASAL2-AS1,Pheochromocytoma
RASAL2-AS1,Paraganglioma
RASAL2-AS1,Hirschsprung disease
RASAL2-AS1,Bladder cancer
RASAL2-AS1,Urinary bladder cancer
RASAL2-AS1,Thyroid cancer
RASAL2-AS1,Osteosarcoma
RASAL2-AS1,Adrenocortical cancer
RASAL2-AS1,Adrenocortical carcinoma
RASAL2-AS1,Renal cell carcinoma
RASAL2-AS1,Schizophrenia
RASAL2-AS1,Lupus nephritis
RASAL2-AS1,Nasopharyngeal carcinoma
RASAL2-AS1,Triple negative breast cancer
RASAL2-AS1,Intrahepatic cholangiocarcinoma
RASAL2-AS1,Aortic valve disease
RASAL2-AS1,Esophageal squamous cell carcinoma
RASAL2-AS1,Uterine cervical neoplasms
LINC01036,Alzheimer disease
LINC01036,Parkinson disease
LINC01036,Glioma
MIR181A1HG,Alzheimer disease
MIR181A1HG,Melanoma
MIR181A1HG,Hepatitis B
MIR181A1HG,Epithelial ovarian cancer
MIR181A1HG,Astrocytoma
MIR181A1HG,Carcinoma lung non-small-cell
MIR181A1HG,Aortic valve disease
MIR181A1HG,Hepatocellular carcinoma
MIR181A1HG,T-cell leukemia
MIR181A1HG,Neuroblastoma
MIR181A1HG,Medulloblastoma
MIR181A1HG,Acute promyelocytic leukemia
MIR181A1HG,Prostate cancer
MIR181A1HG,Chronic lymphocytic leukemia
MIR181A1HG,Gastric cancer
MIR181A1HG,Stomach cancer
MIR181A1HG,Breast cancer
MIR181A1HG,Breast neoplasms
MIR181A1HG,Colon cancer
MIR181A1HG,Colonic neoplasms
MIR181A1HG,Glioblastoma
MIR181A1HG,Non-small cell lung cancer
MIR181A1HG,Renal cell carcinoma
MIR181A1HG,Esophageal adenocarcinoma
MIR181A1HG,Colorectal cancer
MIR181A1HG,Multiple myeloma
MIR181A1HG,Prostatic neoplasms
MIR181A1HG,Oral squamous cell carcinoma
MIR181A1HG,Lung cancer
MIR181A1HG,Lung neoplasms
MIR181A1HG,Pancreatic cancer
MIR181A1HG,Liver cancer
MIR181A1HG,Pancreatic adenocarcinoma
MIR181A1HG,Cervical cancer
MIR181A1HG,Polycystic kidney diseases
MIR181A1HG,Thyroid carcinoma anaplastic
MIR181A1HG,Primary biliary cirrhosis
MIR181A1HG,Carotid stenosis
MIR181A1HG,Malignant melanoma
MIR181A1HG,Glioma
MIR181A1HG,Malignant glioma
MIR181A1HG,Coronary artery disease
MIR181A1HG,Kidney renal clear cell carcinoma
MIR181A1HG,Clear cell renal cell carcinoma
MIR181A1HG,Renal clear cell carcinoma
MIR181A1HG,Kidney diseases
MIR181A1HG,Pulmonary hypertension
MIR181A1HG,Lymphosarcoma
MIR181A1HG,Nasopharyngeal carcinoma
MIR181A1HG,Colon carcinoma
MIR181A1HG,Pituitary neoplasms
MIR181A1HG,Ovarian cancer
MIR181A1HG,Pituitary adenoma
MIR181A1HG,Chronic myeloid leukemia
MIR181A1HG,Multiple sclerosis chronic progressive
MIR181A1HG,Multiple sclerosis relapsing-remitting
MIR181A1HG,Relapsing-remitting multiple sclerosis
MIR181A1HG,Myasthenia gravis
MIR181A1HG,Idiopathic pulmonary fibrosis
MIR181A1HG,Lymphoma
MIR181A1HG,Anaplastic thyroid cancer
MIR181A1HG,Bladder cancer
MIR181A1HG,Urinary bladder cancer
MIR181A1HG,Duchenne muscular dystrophy
MIR181A1HG,Thyroid adenomas
MIR181A1HG,Glomerulonephritis
MIR181A1HG,Amyotrophic lateral sclerosis
MIR181A1HG,Cholangiocarcinoma
MIR181A1HG,Head and neck squamous cell carcinoma
MIR181A1HG,Osteoarthritis
MIR181A1HG,Burkitt lymphoma
MIR181A1HG,Diabetic nephropathies
MIR181A1HG,Cardiac hypertrophy
MIR181A1HG,Lewy body dementia
MIR181A1HG,Laryngeal carcinoma
MIR181A1HG,Ovarian carcinoma
MIR181A1HG,Rheumatoid arthritis
MIR181A1HG,Ulcerative colitis
MIR181A1HG,Cardiomegaly
MIR181A1HG,Gastric neoplasms
MIR181A1HG,Head and neck cancer
MIR181A1HG,Head and neck neoplasms
MIR181A1HG,Nerve degeneration
MIR181A1HG,Osteosarcoma
MIR181A1HG,Lung adenocarcinoma
MIR181A1HG,Testicular germ cell cancer
MIR181A1HG,Testicular germ cell tumor
MIR181A1HG,Hepatitis C
MIR181A1HG,Hilar cholangiocarcinoma
MIR181A1HG,Esophageal cancer
MIR181A1HG,Esophageal squamous cell carcinoma
MIR181A1HG,Small cell lung cancer
MIR181A1HG,Liver hepatocellular carcinoma
MIR181A1HG,Polycystic ovary syndrome
MIR181A1HG,Leiomyoma
MIR181A1HG,Endometrial cancer
MIR181A1HG,Syndrome
MIR181A1HG,Prolactinoma
MIR181A1HG,Early hepatocellular carcinoma
MIR181A1HG,Colorectal neoplasms
MIR181A1HG,Trophoblasts
MIR181A1HG,Vesicular stomatitis
PCAT6,Multiple sclerosis chronic progressive
PCAT6,Medulloblastoma
PCAT6,Gastric cancer
PCAT6,Brain cancer
PCAT6,Brain neoplasms
PCAT6,Lung cancer
PCAT6,Lung neoplasms
PCAT6,Breast cancer
PCAT6,Breast neoplasms
PCAT6,Colon neoplasms
PCAT6,Multiple sclerosis
PCAT6,Multiple sclerosis relapsing-remitting
PCAT6,Relapsing-remitting multiple sclerosis
PCAT6,Glioma
PCAT6,Malignant glioma
PCAT6,Lung fibrosis
PCAT6,Cervical cancer
PCAT6,Hepatocellular carcinoma
PCAT6,Diabetes mellitus type 1
PCAT6,Type 1 diabetes mellitus
PCAT6,Osteosarcoma
PCAT6,Prostate cancer
PCAT6,Glioblastoma
PCAT6,Non-small cell lung cancer
PCAT6,Esophagus adenocarcinoma
LEMD1-AS1,Diffuse large b cell lymphoma
LEMD1-AS1,Multiple sclerosis chronic progressive
LEMD1-AS1,Renal fibrosis
LEMD1-AS1,Precursor cell lymphoblastic leukemia-lymphoma
LEMD1-AS1,Pre-eclampsia
LEMD1-AS1,Alzheimer disease
LEMD1-AS1,Hypertension
LEMD1-AS1,Lung cancer
LEMD1-AS1,Kawasaki disease
LEMD1-AS1,Tuberous sclerosis
LEMD1-AS1,Down syndrome
LEMD1-AS1,Breast cancer
LEMD1-AS1,Breast neoplasms
LEMD1-AS1,Pituitary neoplasms
LEMD1-AS1,Melanoma
LEMD1-AS1,Atherosclerosis
LEMD1-AS1,Hepatitis B
LEMD1-AS1,Multiple sclerosis relapsing-remitting
LEMD1-AS1,Relapsing-remitting multiple sclerosis
LEMD1-AS1,Thyroid adenomas
