miRNA,disease
hsa-miR-15a-5p,Biliary Atresia
hsa-miR-15a-5p,Bipolar Disorder
hsa-miR-15a-5p,Bladder Cancer
hsa-miR-15a-5p,Bladder Urothelial Carcinoma
hsa-miR-15a-5p,Breast Cancer
hsa-miR-15a-5p,Breast Invasive Carcinoma
hsa-miR-15a-5p,Burkitt Lymphoma
hsa-miR-15a-5p,Cancer
hsa-miR-15a-5p,Carcinoma
hsa-miR-15a-5p,Cardiovascular Disease
hsa-miR-15a-5p,Cataract
hsa-miR-15a-5p,Cell Renal Cell Carcinoma
hsa-miR-15a-5p,Cervical Cancer
hsa-miR-15a-5p,Cervical Squamous Cell Carcinoma
hsa-miR-15a-5p,Cholangiocarcinoma
hsa-miR-15a-5p,Chronic Myeloid Leukemia
hsa-miR-15a-5p,Chronic Obstructive Pulmonary Disease
hsa-miR-15a-5p,Clear Cell Renal Cell Carcinoma
hsa-miR-15a-5p,Colon Adenocarcinoma
hsa-miR-15a-5p,Colon Cancer
hsa-miR-15a-5p,Colon Carcinoma
hsa-miR-15a-5p,Colorectal Cancer
hsa-miR-15a-5p,COVID-19
hsa-miR-15a-5p,Diabetes Mellitus
hsa-miR-15a-5p,Diabetic Retinopathy
hsa-miR-15a-5p,Diffuse Large B-Cell Lymphoma
hsa-miR-15a-5p,Endometrial Cancer
hsa-miR-15a-5p,Endometrial Carcinoma
hsa-miR-15a-5p,Endometriosis
hsa-miR-15a-5p,Ependymoma
hsa-miR-15a-5p,Esophageal Cancer
hsa-miR-15a-5p,Esophageal Carcinoma
hsa-miR-15a-5p,Estrogen-Receptor Positive Breast Cancer
hsa-miR-15a-5p,Gastric Cancer
hsa-miR-15a-5p,Gastrointestinal Cancer
hsa-miR-15a-5p,Glioblastoma
hsa-miR-15a-5p,Glioma
hsa-miR-15a-5p,Head And Neck Squamous Cell Carcinoma
hsa-miR-15a-5p,Hepatocellular Carcinoma
hsa-miR-15a-5p,Her2-Receptor Positive Breast Cancer
hsa-miR-15a-5p,Hodgkin's Lymphoma
hsa-miR-15a-5p,Inflammation
hsa-miR-15a-5p,Inflammatory Bowel Disease
hsa-miR-15a-5p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-15a-5p,Leukemia
hsa-miR-15a-5p,Liver Cancer
hsa-miR-15a-5p,Lung Adenocarcinoma
hsa-miR-15a-5p,Lung Cancer
hsa-miR-15a-5p,Lung Squamous Cell Carcinoma
hsa-miR-15a-5p,Malignant Glioma
hsa-miR-15a-5p,Malignant Melanoma
hsa-miR-15a-5p,Meningioma
hsa-miR-15a-5p,Multiple Myeloma
hsa-miR-15a-5p,Multiple Sclerosis
hsa-miR-15a-5p,Myeloid Leukemia
hsa-miR-15a-5p,Myeloma
hsa-miR-15a-5p,Myocardial Infarction
hsa-miR-15a-5p,Nasopharynx Carcinoma
hsa-miR-15a-5p,Nephroblastoma
hsa-miR-15a-5p,Neuroblastoma
hsa-miR-15a-5p,Non-Hodgkin Lymphoma
hsa-miR-15a-5p,Non-Small Cell Lung Cancer
hsa-miR-15a-5p,Obesity
hsa-miR-15a-5p,Oral Squamous Cell Carcinoma
hsa-miR-15a-5p,Osteoarthritis
hsa-miR-15a-5p,Osteosarcoma
hsa-miR-15a-5p,Ovarian Cancer
hsa-miR-15a-5p,Ovarian Carcinoma
hsa-miR-15a-5p,Pancreatic Adenocarcinoma
hsa-miR-15a-5p,Pancreatic Cancer
hsa-miR-15a-5p,Pancreatic Ductal Adenocarcinoma
hsa-miR-15a-5p,Papillary Renal Cell Carcinoma
hsa-miR-15a-5p,Papillary Thyroid Cancer
hsa-miR-15a-5p,Papillary Thyroid Carcinoma
hsa-miR-15a-5p,Parkinson Disease
hsa-miR-15a-5p,Pre-Eclampsia
hsa-miR-15a-5p,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-miR-15a-5p,Prostate Adenocarcinoma
hsa-miR-15a-5p,Prostate Cancer
hsa-miR-15a-5p,Rectum Adenocarcinoma
hsa-miR-15a-5p,Relapsing-Remitting Multiple Sclerosis
hsa-miR-15a-5p,Renal Cell Carcinoma
hsa-miR-15a-5p,Renal Clear Cell Carcinoma
hsa-miR-15a-5p,Rheumatoid Arthritis
hsa-miR-15a-5p,Seizure
hsa-miR-15a-5p,Sepsis
hsa-miR-15a-5p,Stomach Adenocarcinoma
hsa-miR-15a-5p,T-Cell Leukemia
hsa-miR-15a-5p,Temporal Lobe Epilepsy
hsa-miR-15a-5p,Thyroid Carcinoma
hsa-miR-15a-5p,Type 1 Diabetes Mellitus
hsa-miR-15a-5p,Type 2 Diabetes Mellitus
hsa-miR-15a-5p,Uterine Corpus Endometrial Carcinoma
hsa-miR-16-5p,Acute Cerebral Infarction
hsa-miR-16-5p,Acute Myeloid Leukemia
hsa-miR-16-5p,Adenocarcinoma
hsa-miR-16-5p,Adolescent Idiopathic Scoliosis
hsa-miR-16-5p,Adrenocortical Cancer
hsa-miR-16-5p,Adrenocortical Carcinoma
hsa-miR-16-5p,Alcoholic Steatohepatitis
hsa-miR-16-5p,Allergic Rhinitis
hsa-miR-16-5p,Alzheimer Disease
hsa-miR-16-5p,Amyotrophic Lateral Sclerosis
hsa-miR-16-5p,Asthma
hsa-miR-16-5p,Astrocytoma
hsa-miR-16-5p,Ataxia Telangiectasia
hsa-miR-16-5p,Atherosclerosis
hsa-miR-16-5p,Autism Spectrum Disorder
hsa-miR-16-5p,Autoimmune Disease
hsa-miR-16-5p,B-Cell Chronic Lymphocytic Leukemia
hsa-miR-16-5p,B-Cell Lymphoma
hsa-miR-16-5p,Biliary Atresia
hsa-miR-16-5p,Bladder Cancer
hsa-miR-16-5p,Bladder Urothelial Carcinoma
hsa-miR-16-5p,Brain Cancer
hsa-miR-16-5p,Breast Adenocarcinoma
hsa-miR-16-5p,Breast Cancer
hsa-miR-16-5p,Breast Carcinoma
hsa-miR-16-5p,Breast Invasive Carcinoma
hsa-miR-16-5p,Burkitt Lymphoma
hsa-miR-16-5p,Cancer
hsa-miR-16-5p,Carcinoma
hsa-miR-16-5p,Cardiomyopathy
hsa-miR-16-5p,Cardiovascular Disease
hsa-miR-16-5p,Cell Renal Cell Carcinoma
hsa-miR-16-5p,Cervical Cancer
hsa-miR-16-5p,Cervical Carcinoma
hsa-miR-16-5p,Cervical Squamous Cell Carcinoma
hsa-miR-16-5p,Cholangiocarcinoma
hsa-miR-16-5p,Chordoma
hsa-miR-16-5p,Chronic Fatigue Syndrome
hsa-miR-16-5p,Chronic Lymphocytic Leukemia
hsa-miR-16-5p,Chronic Myeloid Leukemia
hsa-miR-16-5p,Chronic Obstructive Pulmonary Disease
hsa-miR-16-5p,Clear Cell Renal Cell Carcinoma
hsa-miR-16-5p,Colon Adenocarcinoma
hsa-miR-16-5p,Colon Cancer
hsa-miR-16-5p,Colorectal Adenocarcinoma
hsa-miR-16-5p,Colorectal Cancer
hsa-miR-16-5p,Colorectal Carcinoma
hsa-miR-16-5p,Coronary Artery Disease
hsa-miR-16-5p,Coronary Heart Disease
hsa-miR-16-5p,COVID-19
hsa-miR-16-5p,Crohn's Disease
hsa-miR-16-5p,Cystic Fibrosis
hsa-miR-16-5p,Diabetic Cataract
hsa-miR-16-5p,Diabetic Nephropathy
hsa-miR-16-5p,Diabetic Retinopathy
hsa-miR-16-5p,Diffuse Large B-Cell Lymphoma
hsa-miR-16-5p,Down Syndrome
hsa-miR-16-5p,Endometrial Cancer
hsa-miR-16-5p,Endometrioid Endometrial Cancer
hsa-miR-16-5p,Endometriosis
hsa-miR-16-5p,Ependymoma
hsa-miR-16-5p,Epilepsy
hsa-miR-16-5p,Esophageal Cancer
hsa-miR-16-5p,Esophagus Squamous Cell Carcinoma
hsa-miR-16-5p,Estrogen-Receptor Positive Breast Cancer
hsa-miR-16-5p,Ewing Sarcoma
hsa-miR-16-5p,Fatty Liver Disease
hsa-miR-16-5p,Follicular Thyroid Carcinoma
hsa-miR-16-5p,Gastric Adenocarcinoma
hsa-miR-16-5p,Gastric Cancer
hsa-miR-16-5p,Gestational Diabetes Mellitus
hsa-miR-16-5p,Glaucoma
hsa-miR-16-5p,Glioblastoma
hsa-miR-16-5p,Glioblastoma Multiforme
hsa-miR-16-5p,Glioma
hsa-miR-16-5p,Growth Hormone-Secreting Pituitary Adenoma
hsa-miR-16-5p,Head And Neck Squamous Cell Carcinoma
hsa-miR-16-5p,Hepatic Carcinoma
hsa-miR-16-5p,Hepatitis B Virus Infection
hsa-miR-16-5p,Hepatitis C Virus Infection
hsa-miR-16-5p,Hepatocellular Carcinoma
hsa-miR-16-5p,Her2-Receptor Positive Breast Cancer
hsa-miR-16-5p,Hodgkin's Lymphoma
hsa-miR-16-5p,Huntington's Disease
hsa-miR-16-5p,Hypertension
hsa-miR-16-5p,Idiopathic Pulmonary Fibrosis
hsa-miR-16-5p,Inflammation
hsa-miR-16-5p,Inflammatory Bowel Disease
hsa-miR-16-5p,Intracranial Aneurysm
hsa-miR-16-5p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-16-5p,Laryngeal Carcinoma
hsa-miR-16-5p,Laryngeal Squamous Cell Carcinoma
hsa-miR-16-5p,Leukemia
hsa-miR-16-5p,Liver Cancer
hsa-miR-16-5p,Liver Cirrhosis
hsa-miR-16-5p,Liver Disease
hsa-miR-16-5p,Liver Fibrosis
hsa-miR-16-5p,Lung Adenocarcinoma
hsa-miR-16-5p,Lung Cancer
hsa-miR-16-5p,Lung Fibrosis
hsa-miR-16-5p,Lung Non-Small Cell Carcinoma
hsa-miR-16-5p,Lung Small Cell Carcinoma
hsa-miR-16-5p,Lung Squamous Cell Carcinoma
hsa-miR-16-5p,Lymphoma
hsa-miR-16-5p,Malignant Glioma
hsa-miR-16-5p,Malignant Pleural Mesothelioma
hsa-miR-16-5p,Mantle Cell Lymphoma
hsa-miR-16-5p,Medulloblastoma
hsa-miR-16-5p,Melanoma
hsa-miR-16-5p,Multiple Myeloma
hsa-miR-16-5p,Multiple Sclerosis
hsa-miR-16-5p,Myasthenia Gravis
hsa-miR-16-5p,Myelodysplastic Syndrome
hsa-miR-16-5p,Myeloma
hsa-miR-16-5p,Myeloproliferative Neoplasm
hsa-miR-16-5p,Myocardial Infarction
hsa-miR-16-5p,Nasopharynx Cancer
hsa-miR-16-5p,Nasopharynx Carcinoma
hsa-miR-16-5p,Nephrotic Syndrome
hsa-miR-16-5p,Neuroblastoma
hsa-miR-16-5p,Non-Alcoholic Fatty Liver
hsa-miR-16-5p,Non-Hodgkin Lymphoma
hsa-miR-16-5p,Non-Small Cell Lung Adenocarcinoma
hsa-miR-16-5p,Non-Small Cell Lung Cancer
hsa-miR-16-5p,Obesity
hsa-miR-16-5p,Oligodendroglioma
hsa-miR-16-5p,Oral Cancer
hsa-miR-16-5p,Oral Squamous Cell Carcinoma
hsa-miR-16-5p,Osteoarthritis
hsa-miR-16-5p,Osteosarcoma
hsa-miR-16-5p,Ovarian Cancer
hsa-miR-16-5p,Ovarian Carcinoma
hsa-miR-16-5p,Pancreatic Adenocarcinoma
hsa-miR-16-5p,Pancreatic Cancer
hsa-miR-16-5p,Pancreatic Carcinoma
hsa-miR-16-5p,Pancreatic Ductal Adenocarcinoma
hsa-miR-16-5p,Papillary Renal Cell Carcinoma
hsa-miR-16-5p,Papillary Thyroid Carcinoma
hsa-miR-16-5p,Parkinson Disease
hsa-miR-16-5p,Periodontitis
hsa-miR-16-5p,Pituitary Adenoma
hsa-miR-16-5p,Pituitary Tumor
hsa-miR-16-5p,Pleural Mesothelioma
hsa-miR-16-5p,Polycystic Ovary Syndrome
hsa-miR-16-5p,Pre-Eclampsia
hsa-miR-16-5p,Prostate Cancer
hsa-miR-16-5p,Prostate Neoplasm
hsa-miR-16-5p,Psoriasis
hsa-miR-16-5p,Rectum Adenocarcinoma
hsa-miR-16-5p,Relapsing-Remitting Multiple Sclerosis
hsa-miR-16-5p,Renal Cell Carcinoma
hsa-miR-16-5p,Renal Clear Cell Carcinoma
hsa-miR-16-5p,Retinoblastoma
hsa-miR-16-5p,Rheumatoid Arthritis
hsa-miR-16-5p,Sarcoma
hsa-miR-16-5p,Schizophrenia
hsa-miR-16-5p,Sepsis
hsa-miR-16-5p,Sjogren Syndrome
hsa-miR-16-5p,Skin Cutaneous Melanoma
hsa-miR-16-5p,Small Cell Lung Cancer
hsa-miR-16-5p,Squamous Cell Carcinoma
hsa-miR-16-5p,Stomach Adenocarcinoma
hsa-miR-16-5p,Stomach Cancer
hsa-miR-16-5p,Systemic Lupus Erythematosus
hsa-miR-16-5p,Systemic Sclerosis
hsa-miR-16-5p,T-Cell Leukemia
hsa-miR-16-5p,Temporal Lobe Epilepsy
hsa-miR-16-5p,Testicular Germ Cell Cancer
hsa-miR-16-5p,Testicular Germ Cell Tumor
hsa-miR-16-5p,Thyroid Cancer
hsa-miR-16-5p,Thyroid Carcinoma
hsa-miR-16-5p,Tuberculosis
hsa-miR-16-5p,Type 1 Diabetes Mellitus
hsa-miR-16-5p,Type 2 Diabetes Mellitus
hsa-miR-16-5p,Ulcerative Colitis
hsa-miR-16-5p,Urothelial Bladder Cancer
hsa-miR-16-5p,Uterine Corpus Endometrial Carcinoma
hsa-miR-16-5p,Vascular Disease
hsa-miR-17-5p,Acute Megakaryoblastic Leukemia
hsa-miR-17-5p,Acute Myeloid Leukemia
hsa-miR-17-5p,Acute Myocardial Infarction
hsa-miR-17-5p,Acute Respiratory Distress Syndrome
hsa-miR-17-5p,Adenocarcinoma
hsa-miR-17-5p,Adolescent Idiopathic Scoliosis
hsa-miR-17-5p,Adrenocortical Carcinoma
hsa-miR-17-5p,Alzheimer Disease
hsa-miR-17-5p,Astrocytoma
hsa-miR-17-5p,Atherosclerosis
hsa-miR-17-5p,Autism Spectrum Disorder
hsa-miR-17-5p,Autoimmune Disease
hsa-miR-17-5p,B-Cell Lymphoma
hsa-miR-17-5p,Bladder Cancer
hsa-miR-17-5p,Bladder Urothelial Carcinoma
hsa-miR-17-5p,Breast Cancer
hsa-miR-17-5p,Breast Invasive Carcinoma
hsa-miR-17-5p,Burkitt Lymphoma
hsa-miR-17-5p,Cancer
hsa-miR-17-5p,Carcinoma
hsa-miR-17-5p,Cardiovascular Disease
hsa-miR-17-5p,Carotid Stenosis
hsa-miR-17-5p,Cell Renal Cell Carcinoma
hsa-miR-17-5p,Cervical Cancer
hsa-miR-17-5p,Cervical Squamous Cell Carcinoma
hsa-miR-17-5p,Cholangiocarcinoma
hsa-miR-17-5p,Chordoma
hsa-miR-17-5p,Chronic Fatigue Syndrome
hsa-miR-17-5p,Chronic Hepatitis B
hsa-miR-17-5p,Chronic Kidney Disease
hsa-miR-17-5p,Chronic Myeloid Leukemia
hsa-miR-17-5p,Clear Cell Renal Cell Carcinoma
hsa-miR-17-5p,Colon Adenocarcinoma
hsa-miR-17-5p,Colon Cancer
hsa-miR-17-5p,Colorectal Cancer
hsa-miR-17-5p,Colorectal Carcinoma
hsa-miR-17-5p,Coronary Artery Disease
hsa-miR-17-5p,Coronary Heart Disease
hsa-miR-17-5p,COVID-19
hsa-miR-17-5p,Diabetic Nephropathy
hsa-miR-17-5p,Diabetic Retinopathy
hsa-miR-17-5p,Diffuse Large B-Cell Lymphoma
hsa-miR-17-5p,Duchenne Muscular Dystrophy
hsa-miR-17-5p,Endometriosis
hsa-miR-17-5p,Ependymoma
hsa-miR-17-5p,Esophageal Cancer
hsa-miR-17-5p,Esophageal Carcinoma
hsa-miR-17-5p,Esophagus Squamous Cell Carcinoma
hsa-miR-17-5p,Fatty Liver Disease
hsa-miR-17-5p,Follicular Thyroid Carcinoma
hsa-miR-17-5p,Gallbladder Carcinoma
hsa-miR-17-5p,Gastric Adenocarcinoma
hsa-miR-17-5p,Gastric Cancer
hsa-miR-17-5p,Gestational Diabetes Mellitus
hsa-miR-17-5p,Glaucoma
hsa-miR-17-5p,Glioblastoma
hsa-miR-17-5p,Glioma
hsa-miR-17-5p,Head And Neck Squamous Cell Carcinoma
hsa-miR-17-5p,Hepatocellular Carcinoma
hsa-miR-17-5p,Her2-Receptor Positive Breast Cancer
hsa-miR-17-5p,Hodgkin's Lymphoma
hsa-miR-17-5p,Intervertebral Disc Degeneration
hsa-miR-17-5p,Kennedy's Disease
hsa-miR-17-5p,Kidney Cancer
hsa-miR-17-5p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-17-5p,Laryngeal Squamous Cell Carcinoma
hsa-miR-17-5p,Leukemia
hsa-miR-17-5p,Liver Cancer
hsa-miR-17-5p,Liver Cirrhosis
hsa-miR-17-5p,Liver Disease
hsa-miR-17-5p,Liver Fibrosis
hsa-miR-17-5p,Lung Adenocarcinoma
hsa-miR-17-5p,Lung Cancer
hsa-miR-17-5p,Lung Fibrosis
hsa-miR-17-5p,Lung Non-Small Cell Carcinoma
hsa-miR-17-5p,Lung Small Cell Carcinoma
hsa-miR-17-5p,Lung Squamous Cell Carcinoma
hsa-miR-17-5p,Lymphoma
hsa-miR-17-5p,Major Depressive Disorder
hsa-miR-17-5p,Malignant Glioma
hsa-miR-17-5p,Malignant Melanoma
hsa-miR-17-5p,Medulloblastoma
hsa-miR-17-5p,Melanoma
hsa-miR-17-5p,Meningioma
hsa-miR-17-5p,Multiple Sclerosis
hsa-miR-17-5p,Myasthenia Gravis
hsa-miR-17-5p,Myeloproliferative Neoplasm
hsa-miR-17-5p,Nasopharynx Carcinoma
hsa-miR-17-5p,Nephroblastoma
hsa-miR-17-5p,Nephrotic Syndrome
hsa-miR-17-5p,Neuroblastoma
hsa-miR-17-5p,Non-Hodgkin Lymphoma
hsa-miR-17-5p,Non-Small Cell Lung Cancer
hsa-miR-17-5p,Obesity
hsa-miR-17-5p,Oral Cancer
hsa-miR-17-5p,Oral Squamous Cell Carcinoma
hsa-miR-17-5p,Osteoarthritis
hsa-miR-17-5p,Osteosarcoma
hsa-miR-17-5p,Ovarian Cancer
hsa-miR-17-5p,Ovarian Carcinoma
hsa-miR-17-5p,Ovarian Clear Cell Carcinoma
hsa-miR-17-5p,Pancreatic Adenocarcinoma
hsa-miR-17-5p,Pancreatic Cancer
hsa-miR-17-5p,Pancreatic Ductal Adenocarcinoma
hsa-miR-17-5p,Papillary Renal Cell Carcinoma
hsa-miR-17-5p,Parkinson Disease
hsa-miR-17-5p,Pituitary Adenoma
hsa-miR-17-5p,Polycystic Ovary Syndrome
hsa-miR-17-5p,Primary Open Angle Glaucoma
hsa-miR-17-5p,Prostate Adenocarcinoma
hsa-miR-17-5p,Prostate Cancer
hsa-miR-17-5p,Prostate Neoplasm
hsa-miR-17-5p,Psoriasis
hsa-miR-17-5p,Pulmonary Artery Hypertension
hsa-miR-17-5p,Pulmonary Hypertension
hsa-miR-17-5p,Rectum Adenocarcinoma
hsa-miR-17-5p,Rectum Cancer
hsa-miR-17-5p,Relapsing-Remitting Multiple Sclerosis
hsa-miR-17-5p,Renal Cell Carcinoma
hsa-miR-17-5p,Renal Clear Cell Carcinoma
hsa-miR-17-5p,Rheumatoid Arthritis
hsa-miR-17-5p,Sarcoma
hsa-miR-17-5p,Sepsis
hsa-miR-17-5p,Squamous Cell Carcinoma
hsa-miR-17-5p,Stomach Adenocarcinoma
hsa-miR-17-5p,Stomach Cancer
hsa-miR-17-5p,Systemic Lupus Erythematosus
hsa-miR-17-5p,T-Cell Leukemia
hsa-miR-17-5p,Thyroid Anaplastic Carcinoma
hsa-miR-17-5p,Thyroid Cancer
hsa-miR-17-5p,Thyroid Carcinoma
hsa-miR-17-5p,Triple-Negative Breast Cancer
hsa-miR-17-5p,Tuberculosis
hsa-miR-17-5p,Type 1 Diabetes Mellitus
hsa-miR-17-5p,Type 2 Diabetes Mellitus
hsa-miR-17-5p,Uterine Cervical Neoplasm
hsa-miR-17-5p,Uterine Corpus Endometrial Carcinoma
hsa-miR-17-5p,Vascular Disease
hsa-miR-17-5p,Wilms Tumor
hsa-miR-18a-5p,Alzheimer Disease
hsa-miR-18a-5p,Amyotrophic Lateral Sclerosis
hsa-miR-18a-5p,Atherosclerosis
hsa-miR-18a-5p,Biliary Atresia
hsa-miR-18a-5p,Bladder Cancer
hsa-miR-18a-5p,Bladder Urothelial Carcinoma
hsa-miR-18a-5p,Breast Cancer
hsa-miR-18a-5p,Breast Invasive Carcinoma
hsa-miR-18a-5p,Carcinoma
hsa-miR-18a-5p,Cardiovascular Disease
hsa-miR-18a-5p,Carotid Stenosis
hsa-miR-18a-5p,Cervical Squamous Cell Carcinoma
hsa-miR-18a-5p,Chronic Hepatitis B
hsa-miR-18a-5p,Chronic Myeloid Leukemia
hsa-miR-18a-5p,Colon Adenocarcinoma
hsa-miR-18a-5p,Colon Cancer
hsa-miR-18a-5p,Colorectal Cancer
hsa-miR-18a-5p,Colorectal Carcinoma
hsa-miR-18a-5p,COVID-19
hsa-miR-18a-5p,Cystic Fibrosis
hsa-miR-18a-5p,Diffuse Large B-Cell Lymphoma
hsa-miR-18a-5p,Endometrial Cancer
hsa-miR-18a-5p,Endometriosis
hsa-miR-18a-5p,Ependymoma
hsa-miR-18a-5p,Esophageal Cancer
hsa-miR-18a-5p,Esophageal Carcinoma
hsa-miR-18a-5p,Frontotemporal Dementia
hsa-miR-18a-5p,Glioblastoma Multiforme
hsa-miR-18a-5p,Glioma
hsa-miR-18a-5p,Head And Neck Squamous Cell Carcinoma
hsa-miR-18a-5p,Hemangioma
hsa-miR-18a-5p,Hepatoblastoma
hsa-miR-18a-5p,Hepatocellular Carcinoma
hsa-miR-18a-5p,Her2-Receptor Positive Breast Cancer
hsa-miR-18a-5p,Idiopathic Pulmonary Fibrosis
hsa-miR-18a-5p,Intervertebral Disc Degeneration
hsa-miR-18a-5p,Intrahepatic Cholangiocarcinoma
hsa-miR-18a-5p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-18a-5p,Laryngeal Cancer
hsa-miR-18a-5p,Leukemia
hsa-miR-18a-5p,Lung Adenocarcinoma
hsa-miR-18a-5p,Lung Cancer
hsa-miR-18a-5p,Lung Fibrosis
hsa-miR-18a-5p,Lung Small Cell Carcinoma
hsa-miR-18a-5p,Lung Squamous Cell Carcinoma
hsa-miR-18a-5p,Melanoma
hsa-miR-18a-5p,Multiple Sclerosis
hsa-miR-18a-5p,Nasopharynx Carcinoma
hsa-miR-18a-5p,Nephroblastoma
hsa-miR-18a-5p,Neuroblastoma
hsa-miR-18a-5p,Non-Hodgkin Lymphoma
hsa-miR-18a-5p,Non-Small Cell Lung Cancer
hsa-miR-18a-5p,Oral Squamous Cell Carcinoma
hsa-miR-18a-5p,Osteosarcoma
hsa-miR-18a-5p,Ovarian Cancer
hsa-miR-18a-5p,Ovarian Carcinoma
hsa-miR-18a-5p,Ovarian Clear Cell Carcinoma
hsa-miR-18a-5p,Pancreatic Adenocarcinoma
hsa-miR-18a-5p,Pancreatic Cancer
hsa-miR-18a-5p,Papillary Renal Cell Carcinoma
hsa-miR-18a-5p,Parkinson Disease
hsa-miR-18a-5p,Polycystic Ovary Syndrome
hsa-miR-18a-5p,Pre-Eclampsia
hsa-miR-18a-5p,Prostate Adenocarcinoma
hsa-miR-18a-5p,Prostate Cancer
hsa-miR-18a-5p,Prostate Neoplasm
hsa-miR-18a-5p,Rectum Adenocarcinoma
hsa-miR-18a-5p,Renal Cell Carcinoma
hsa-miR-18a-5p,Renal Clear Cell Carcinoma
hsa-miR-18a-5p,Rheumatoid Arthritis
hsa-miR-18a-5p,Sarcoma
hsa-miR-18a-5p,Stomach Adenocarcinoma
hsa-miR-18a-5p,T-Cell Leukemia
hsa-miR-18a-5p,Thyroid Cancer
hsa-miR-18a-5p,Thyroid Carcinoma
hsa-miR-18a-5p,Type 2 Diabetes Mellitus
hsa-miR-18a-5p,Uterine Cancer
hsa-miR-18a-5p,Uterine Corpus Endometrial Carcinoma
hsa-miR-18a-5p,Wilms Tumor
hsa-miR-19a-3p,Acute Myeloid Leukemia
hsa-miR-19a-3p,Acute Myocardial Infarction
hsa-miR-19a-3p,Adrenocortical Cancer
hsa-miR-19a-3p,Adrenocortical Carcinoma
hsa-miR-19a-3p,Adult T-Cell Leukemia
hsa-miR-19a-3p,Allergic Rhinitis
hsa-miR-19a-3p,Alzheimer Disease
hsa-miR-19a-3p,Amyotrophic Lateral Sclerosis
hsa-miR-19a-3p,Anaplastic Large Cell Lymphoma
hsa-miR-19a-3p,Asthma
hsa-miR-19a-3p,Astrocytoma
hsa-miR-19a-3p,Atherosclerosis
hsa-miR-19a-3p,Atrial Fibrillation
hsa-miR-19a-3p,Autism Spectrum Disorder
hsa-miR-19a-3p,Azoospermia
hsa-miR-19a-3p,B-Cell Chronic Lymphocytic Leukemia
hsa-miR-19a-3p,B-Cell Lymphoma
hsa-miR-19a-3p,Bladder Cancer
hsa-miR-19a-3p,Bladder Carcinoma
hsa-miR-19a-3p,Bladder Urothelial Carcinoma
hsa-miR-19a-3p,Bone Disease
hsa-miR-19a-3p,Breast Cancer
hsa-miR-19a-3p,Breast Carcinoma
hsa-miR-19a-3p,Breast Invasive Carcinoma
hsa-miR-19a-3p,Burkitt Lymphoma
hsa-miR-19a-3p,Cancer
hsa-miR-19a-3p,Carcinoma
hsa-miR-19a-3p,Cardiovascular Disease
hsa-miR-19a-3p,Cervical Cancer
hsa-miR-19a-3p,Cervical Carcinoma
hsa-miR-19a-3p,Cervical Squamous Cell Carcinoma
hsa-miR-19a-3p,Cholangiocarcinoma
hsa-miR-19a-3p,Chronic Kidney Disease
hsa-miR-19a-3p,Chronic Lymphocytic Leukemia
hsa-miR-19a-3p,Chronic Myeloid Leukemia
hsa-miR-19a-3p,Colon Adenocarcinoma
hsa-miR-19a-3p,Colon Cancer
hsa-miR-19a-3p,Colorectal Cancer
hsa-miR-19a-3p,Colorectal Carcinoma
hsa-miR-19a-3p,Congenital Heart Disease
hsa-miR-19a-3p,Coronary Artery Disease
hsa-miR-19a-3p,COVID-19
hsa-miR-19a-3p,Crohn's Disease
hsa-miR-19a-3p,Diabetes Mellitus
hsa-miR-19a-3p,Diabetic Nephropathy
hsa-miR-19a-3p,Diabetic Retinopathy
hsa-miR-19a-3p,Diffuse Large B-Cell Lymphoma
hsa-miR-19a-3p,Dilated Cardiomyopathy
hsa-miR-19a-3p,Ependymoma
hsa-miR-19a-3p,Esophageal Cancer
hsa-miR-19a-3p,Esophageal Carcinoma
hsa-miR-19a-3p,Esophagus Squamous Cell Carcinoma
hsa-miR-19a-3p,Estrogen-Receptor Positive Breast Cancer
hsa-miR-19a-3p,Frontotemporal Dementia
hsa-miR-19a-3p,Gastric Adenocarcinoma
hsa-miR-19a-3p,Gastric Cancer
hsa-miR-19a-3p,Gastrointestinal Stromal Tumor
hsa-miR-19a-3p,Glaucoma
hsa-miR-19a-3p,Glioblastoma
hsa-miR-19a-3p,Glioma
hsa-miR-19a-3p,Head And Neck Cancer
hsa-miR-19a-3p,Head And Neck Squamous Cell Carcinoma
hsa-miR-19a-3p,Hematologic Cancer
hsa-miR-19a-3p,Hepatitis B
hsa-miR-19a-3p,Hepatitis B Virus Infection
hsa-miR-19a-3p,Hepatitis C Virus Infection
hsa-miR-19a-3p,Hepatocellular Carcinoma
hsa-miR-19a-3p,Her2-Receptor Positive Breast Cancer
hsa-miR-19a-3p,Hodgkin's Lymphoma
hsa-miR-19a-3p,Huntington's Disease
hsa-miR-19a-3p,Infertility
hsa-miR-19a-3p,Inflammation
hsa-miR-19a-3p,Intracranial Aneurysm
hsa-miR-19a-3p,Kawasaki Disease
hsa-miR-19a-3p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-19a-3p,Laryngeal Cancer
hsa-miR-19a-3p,Laryngeal Squamous Cell Carcinoma
hsa-miR-19a-3p,Leiomyoma
hsa-miR-19a-3p,Leukemia
