lncRNA,disease
SNHG17,Esophagus Squamous Cell Carcinoma
SNHG17,Gastric Cancer
SNHG17,Glioma
SNHG17,Lung Adenocarcinoma
SNHG17,Melanoma
SNHG17,Nasopharynx Carcinoma
SNHG17,Non-Small Cell Lung Cancer
SNHG17,Non Small Cell Lung Cancer
SNHG17,Oral Squamous Cell Carcinoma
SNHG17,Ovarian Cancer
SNHG17,Prostate Cancer
SNHG17,Tongue Squamous Cell Carcinoma
SNHG17,Type 2 Diabetes Mellitus
LBX1-AS1,Oral Squamous Cell Carcinoma
FOXN3-AS1,Neuroblastoma
FENDRR,Atherosclerosis
FENDRR,Bladder Cancer
FENDRR,Breast Cancer
FENDRR,Cervical Cancer
FENDRR,Cholangiocarcinoma
FENDRR,Chronic Myeloid Leukemia
FENDRR,Chronic Obstructive Pulmonary Disease
FENDRR,Colon Cancer
FENDRR,Colorectal Cancer
FENDRR,Cutaneous Melanoma
FENDRR,Esophageal Cancer
FENDRR,Esophagus Squamous Cell Carcinoma
FENDRR,Gallbladder Cancer
FENDRR,Gastric Cancer
FENDRR,Glioblastoma
FENDRR,Hepatocellular Carcinoma
FENDRR,Idiopathic Pulmonary Fibrosis
FENDRR,Liver Cancer
FENDRR,Lung Adenocarcinoma
FENDRR,Lung Cancer
FENDRR,Lung Non-Small Cell Carcinoma
FENDRR,Lung Squamous Cell Carcinoma
FENDRR,Malignant Melanoma
FENDRR,Non-Small Cell Lung Cancer
FENDRR,Non Small Cell Lung Cancer
FENDRR,Oral Squamous Cell Carcinoma
FENDRR,Osteosarcoma
FENDRR,Pancreatic Cancer
FENDRR,Pheochromocytoma
FENDRR,Prostate Cancer
FENDRR,Renal Cell Carcinoma
FENDRR,Sepsis
FENDRR,Stomach Cancer
FENDRR,Thyroid Cancer
TOB1-AS1,Cervical Cancer
TOB1-AS1,Esophageal Cancer
TOB1-AS1,Gastric Cancer
TOB1-AS1,Multiple Sclerosis
TOB1-AS1,Non-Small Cell Lung Cancer
SOX9-AS1,COVID-19
SOX9-AS1,Esophageal Cancer
SOX9-AS1,Glioblastoma
SOX9-AS1,Hepatocellular Carcinoma
SOX9-AS1,Thyroid Cancer
SOX9-AS1,Triple-Negative Breast Cancer
PCBP1-AS1,Acute Myeloid Leukemia
PCBP1-AS1,Autism
PCBP1-AS1,COVID-19
PCBP1-AS1,Esophageal Cancer
PCBP1-AS1,Glioblastoma
PCBP1-AS1,Lung Adenocarcinoma
PCBP1-AS1,Thyroid Cancer
TEX41,B-Cell Acute Lymphoblastic Leukemia
TEX41,COVID-19
TEX41,Esophageal Cancer
TEX41,Thyroid Cancer
HAGLR,Bladder Cancer
HAGLR,Breast Cancer
HAGLR,Castration Resistant Prostate Cancer
HAGLR,Cervical Cancer
HAGLR,Cholangiocarcinoma
HAGLR,Colorectal Cancer
HAGLR,Colorectal Carcinoma
HAGLR,COVID-19
HAGLR,Dermatomyositis
HAGLR,Epithelial Ovarian Cancer
HAGLR,Esophageal Cancer
HAGLR,Gastric Cancer
HAGLR,Glioblastoma
HAGLR,Glioma
HAGLR,Hepatocellular Carcinoma
HAGLR,Liver Cancer
HAGLR,Lung Adenocarcinoma
HAGLR,Lung Cancer
HAGLR,Lung Non-Small Cell Carcinoma
HAGLR,Melanoma
HAGLR,Neuroblastoma
HAGLR,Non-Small Cell Lung Cancer
HAGLR,Osteosarcoma
HAGLR,Ovarian Cancer
HAGLR,Papillary Thyroid Cancer
HAGLR,Papillary Thyroid Carcinoma
HAGLR,Pre-Eclampsia
HAGLR,Prostate Cancer
HAGLR,Stomach Cancer
HAGLR,Thyroid Cancer
HAGLR,Triple-Negative Breast Cancer
HAGLR,Urinary Bladder Cancer
LINC00960,Bladder Cancer
LINC00960,Bladder Urothelial Carcinoma
LINC00960,Diabetic Nephropathy
LINC00960,Lung Adenocarcinoma
LINC00960,Pancreatic Ductal Adenocarcinoma
LINC00242,Esophageal Cancer
LINC00242,Gastric Cancer
ZNF674-AS1,Gastric Cancer
ZNF674-AS1,Glioblastoma
ZNF674-AS1,Hepatocellular Cancer
ZNF674-AS1,Hepatocellular Carcinoma
ZNF674-AS1,Non-Small Cell Lung Cancer
ZNF674-AS1,Thyroid Cancer
LINC01194,Colorectal Cancer
LINC01194,COVID-19
LINC01194,Esophageal Cancer
LINC01194,Laryngeal Squamous Cell Carcinoma
LINC01194,Lung Adenocarcinoma
LINC01194,Melanoma
LINC01194,Non-Small Cell Lung Cancer
LINC01194,Non Small Cell Lung Cancer
NPSR1-AS1,Colorectal Cancer
NPSR1-AS1,COVID-19
NPSR1-AS1,Esophageal Cancer
NPSR1-AS1,Hepatocellular Carcinoma
NPSR1-AS1,Lung Adenocarcinoma
NPSR1-AS1,Renal Cell Carcinoma
NPSR1-AS1,Thyroid Cancer
MIR17HG,Asthma
MIR17HG,Astrocytoma
MIR17HG,Cancer
MIR17HG,Colon Cancer
MIR17HG,Colorectal Cancer
MIR17HG,Diffuse Large B-Cell Lymphoma
MIR17HG,Esophageal Cancer
MIR17HG,Glioblastoma
MIR17HG,Glioma
MIR17HG,Head And Neck Squamous Cell Carcinoma
MIR17HG,Liver Cancer
MIR17HG,Non-Small Cell Lung Cancer
MIR17HG,Osteosarcoma
MIR17HG,Papillary Thyroid Cancer
MIR17HG,Parkinson Disease
MIR17HG,Prostate Cancer
MIR17HG,Syndrome
MIR17HG,Uveal Melanoma
HCG18,Adolescent Idiopathic Scoliosis
HCG18,Bladder Cancer
HCG18,Breast Cancer
HCG18,Colorectal Cancer
HCG18,Cutaneous Melanoma
HCG18,Epithelial Ovarian Cancer
HCG18,Esophageal Cancer
HCG18,Gastric Cancer
HCG18,Glioblastoma
HCG18,Glioma
HCG18,Hepatocellular Carcinoma
HCG18,Intervertebral Disc Degeneration
HCG18,Lung Adenocarcinoma
HCG18,Lung Cancer
HCG18,Nasopharynx Cancer
HCG18,Nasopharynx Carcinoma
HCG18,Osteoporosis
HCG18,Osteosarcoma
HCG18,Periodontitis
HCG18,Thyroid Cancer
HCG17,Esophageal Cancer
HCG17,Thyroid Cancer
THAP7-AS1,Esophageal Cancer
THAP7-AS1,Periodontitis
PRKCQ-AS1,Adolescent Idiopathic Scoliosis
PRKCQ-AS1,Colon Cancer
PRKCQ-AS1,Colorectal Adenocarcinoma
PRKCQ-AS1,Colorectal Cancer
PRKCQ-AS1,Diffuse Large B-Cell Lymphoma
PRKCQ-AS1,Gastric Cancer
PRKCQ-AS1,Glioblastoma
PRKCQ-AS1,Osteoarthritis
PRKCQ-AS1,Periodontitis
PRKCQ-AS1,Psoriasis
PRKCQ-AS1,Thyroid Cancer
LINC00863,Systemic Lupus Erythematosus
FZD10-AS1,Colon Cancer
FZD10-AS1,Esophageal Cancer
FZD10-AS1,Oligodendroglioma
FZD10-AS1,Osteoarthritis
FZD10-AS1,Thyroid Cancer
CCDC144NL-AS1,Astrocytoma
CCDC144NL-AS1,Endometriosis
CCDC144NL-AS1,Esophageal Adenocarcinoma
CCDC144NL-AS1,Esophageal Cancer
CCDC144NL-AS1,Gastric Cancer
CCDC144NL-AS1,Glioblastoma
CCDC144NL-AS1,Hepatocellular Carcinoma
CCDC144NL-AS1,Osteosarcoma
CCDC144NL-AS1,Ovarian Cancer
CCDC144NL-AS1,Psoriasis
CCDC144NL-AS1,Stomach Adenocarcinoma
CCDC144NL-AS1,Urinary Bladder Cancer
THUMPD3-AS1,Astrocytoma
THUMPD3-AS1,Esophageal Cancer
THUMPD3-AS1,Hepatocellular Carcinoma
THUMPD3-AS1,Non-Small Cell Lung Cancer
THUMPD3-AS1,Non Small Cell Lung Cancer
THUMPD3-AS1,Osteoarthritis
NR2F1-AS1,Astrocytoma
NR2F1-AS1,Breast Cancer
NR2F1-AS1,Cervical Squamous Cell Carcinoma
NR2F1-AS1,Colorectal Cancer
NR2F1-AS1,COVID-19
NR2F1-AS1,Endometrial Cancer
NR2F1-AS1,Esophageal Cancer
NR2F1-AS1,Esophagus Squamous Cell Carcinoma
NR2F1-AS1,Estrogen-Receptor Positive Breast Cancer
NR2F1-AS1,Gastric Cancer
NR2F1-AS1,Glioblastoma
NR2F1-AS1,Hepatocellular Carcinoma
NR2F1-AS1,Medulloblastoma
NR2F1-AS1,Neuroblastoma
NR2F1-AS1,Non-Small Cell Lung Cancer
NR2F1-AS1,Osteosarcoma
NR2F1-AS1,Papillary Thyroid Carcinoma
NR2F1-AS1,Rhabdomyosarcoma
NR2F1-AS1,Thyroid Cancer
ZFAS1,Acute Myeloid Leukemia
ZFAS1,Acute Myocardial Infarction
ZFAS1,Acute Promyelocytic Leukemia
ZFAS1,Adrenocortical Carcinoma
ZFAS1,Atherosclerosis
ZFAS1,Bladder Cancer
ZFAS1,Bladder Carcinoma
ZFAS1,Breast Cancer
ZFAS1,Cancer
ZFAS1,Cervical Cancer
ZFAS1,Cholangiocarcinoma
ZFAS1,Clear Cell Renal Cell Carcinoma
ZFAS1,Colon Adenocarcinoma
ZFAS1,Colon Cancer
ZFAS1,Colorectal Cancer
ZFAS1,Diabetes Mellitus
ZFAS1,Endometrial Carcinoma
ZFAS1,Epithelial Ovarian Cancer
ZFAS1,Esophageal Squamous Cell Cancer
ZFAS1,Esophagus Squamous Cell Carcinoma
ZFAS1,Gastric Cancer
ZFAS1,Glioma
ZFAS1,Head And Neck Squamous Cell Carcinoma
ZFAS1,Hepatoblastoma
ZFAS1,Hepatocellular Cancer
ZFAS1,Hepatocellular Carcinoma
ZFAS1,Hirschsprung's Disease
ZFAS1,Lung Adenocarcinoma
ZFAS1,Lung Non-Small Cell Carcinoma
ZFAS1,Melanoma
ZFAS1,Myocardial Infarction
ZFAS1,Nasopharynx Cancer
ZFAS1,Nasopharynx Carcinoma
ZFAS1,Non-Small Cell Lung Cancer
ZFAS1,Non Small Cell Lung Cancer
ZFAS1,Obesity
ZFAS1,Osteoarthritis
ZFAS1,Osteosarcoma
ZFAS1,Ovarian Cancer
ZFAS1,Pancreatic Adenocarcinoma
ZFAS1,Pancreatic Cancer
ZFAS1,Papillary Thyroid Cancer
ZFAS1,Papillary Thyroid Carcinoma
ZFAS1,Parkinson Disease
ZFAS1,Polycystic Ovary Syndrome
ZFAS1,Prostate Cancer
ZFAS1,Pulmonary Fibrosis
ZFAS1,Rheumatoid Arthritis
ZFAS1,Sepsis
ZFAS1,Stomach Cancer
ZFAS1,T-Cell Acute Lymphoblastic Leukemia
ZFAS1,Temporal Lobe Epilepsy
ZFAS1,Thyroid Cancer
ZFAS1,Thyroid Carcinoma
ZFAS1,Triple-Negative Breast Cancer
ZFAS1,Urinary Bladder Cancer
HCG11,Astrocytoma
HCG11,Atherosclerosis
HCG11,Breast Cancer
HCG11,Cervical Cancer
HCG11,Clear Cell Renal Cell Carcinoma
HCG11,Colorectal Carcinoma
HCG11,COVID-19
HCG11,Dilated Cardiomyopathy
HCG11,Esophagus Squamous Cell Carcinoma
HCG11,Gastric Cancer
HCG11,Glioma
HCG11,Hepatocellular Carcinoma
HCG11,Laryngeal Cancer
HCG11,Laryngeal Carcinoma
HCG11,Low-Grade Glioma
HCG11,Lung Adenocarcinoma
HCG11,Medulloblastoma
HCG11,Non-Small Cell Lung Cancer
HCG11,Osteoarthritis
HCG11,Osteosarcoma
HCG11,Ovarian Cancer
HCG11,Pancreatic Carcinoma
HCG11,Prostate Cancer
HCG11,Uterine Corpus Endometrial Carcinoma
A1BG-AS1,Breast Cancer
A1BG-AS1,Hepatocellular Carcinoma
A1BG-AS1,Nasopharynx Carcinoma
A1BG-AS1,Thyroid Cancer
MAPKAPK5-AS1,Colorectal Cancer
MAPKAPK5-AS1,Glioblastoma Multiforme
MAPKAPK5-AS1,Hepatocellular Cancer
MAPKAPK5-AS1,Hepatocellular Carcinoma
MAPKAPK5-AS1,Pancreatic Ductal Adenocarcinoma
MAPKAPK5-AS1,Periodontitis
MAPKAPK5-AS1,Polycystic Ovary Syndrome
MAPKAPK5-AS1,Psoriasis
MAPKAPK5-AS1,Rheumatoid Arthritis
MAPKAPK5-AS1,Thyroid Cancer
MIR4435-2HG,Bladder Cancer
MIR4435-2HG,Breast Cancer
MIR4435-2HG,Cancer
MIR4435-2HG,Clear Cell Renal Cell Carcinoma
MIR4435-2HG,Colon Cancer
MIR4435-2HG,Colorectal Adenocarcinoma
MIR4435-2HG,Colorectal Cancer
MIR4435-2HG,COVID-19
MIR4435-2HG,Esophageal Cancer
MIR4435-2HG,Esophagus Squamous Cell Carcinoma
MIR4435-2HG,Gastric Cancer
MIR4435-2HG,Glioblastoma
MIR4435-2HG,Glioblastoma Multiforme
MIR4435-2HG,Glioma
MIR4435-2HG,Head And Neck Squamous Carcinoma
MIR4435-2HG,Head And Neck Squamous Cell Carcinoma
MIR4435-2HG,Hepatocellular Carcinoma
MIR4435-2HG,HIV
MIR4435-2HG,Liver Cancer
MIR4435-2HG,Lung Cancer
MIR4435-2HG,Lung Non-Small Cell Carcinoma
MIR4435-2HG,Melanoma
MIR4435-2HG,Non-Small Cell Lung Cancer
MIR4435-2HG,Non Small Cell Lung Cancer
MIR4435-2HG,Oral Carcinoma
MIR4435-2HG,Oral Squamous Cell Carcinoma
MIR4435-2HG,Osteoarthritis
MIR4435-2HG,Osteosarcoma
MIR4435-2HG,Ovarian Cancer
MIR4435-2HG,Ovarian Carcinoma
MIR4435-2HG,Pancreatic Ductal Adenocarcinoma
MIR4435-2HG,Periodontitis
MIR4435-2HG,Prostate Cancer
MIR4435-2HG,Prostate Carcinoma
MIR4435-2HG,Pterygium
MIR4435-2HG,Renal Cell Carcinoma
MIR4435-2HG,Stomach Cancer
MIR4435-2HG,Thyroid Cancer
MIR4435-2HG,Triple-Negative Breast Cancer
MIR4435-2HG,Ulcerative Colitis
TUG1,Acute Myeloblastic Leukemia
TUG1,Acute Myeloid Leukemia
TUG1,Ankylosing Spondylitis
TUG1,Aortic Valve Disease
TUG1,Asthma
TUG1,Atherosclerosis
TUG1,Autism Spectrum Disorder
TUG1,B-Cell Lymphoma
TUG1,Bladder Cancer
TUG1,Bladder Carcinoma
TUG1,Bladder Urothelial Carcinoma
TUG1,Brain Cancer
TUG1,Breast Cancer
TUG1,Calcific Aortic Valve Disease
TUG1,Cancer
TUG1,Cervical Cancer
TUG1,Cholangiocarcinoma
TUG1,Chronic Kidney Disease
TUG1,Chronic Obstructive Pulmonary Disease
TUG1,Clear Cell Renal Cell Carcinoma
TUG1,Colon Cancer
TUG1,Colorectal Cancer
TUG1,Diabetes Mellitus
TUG1,Diabetic Nephropathy
TUG1,Diffuse Large B-Cell Lymphoma
TUG1,Endometrial Cancer
TUG1,Epithelial Ovarian Cancer
TUG1,Esophageal Squamous Cell Cancer
TUG1,Esophagus Squamous Cell Carcinoma
TUG1,Fragile X Syndrome
TUG1,Gallbladder Cancer
TUG1,Gallbladder Carcinoma
TUG1,Gastric Cancer
TUG1,Glaucoma
TUG1,Glioblastoma
TUG1,Glioma
TUG1,Hepatoblastoma
TUG1,Hepatocellular Cancer
TUG1,Hepatocellular Carcinoma
TUG1,Huntington's Disease
TUG1,Hypertension
TUG1,Intervertebral Disc Degeneration
TUG1,Intrahepatic Cholangiocarcinoma
TUG1,Irritable Bowel Syndrome
TUG1,Laryngeal Cancer
TUG1,Laryngeal Squamous Cell Carcinoma
TUG1,Lung Adenocarcinoma
TUG1,Lung Non-Small Cell Carcinoma
TUG1,Lung Small Cell Carcinoma
TUG1,Lung Squamous Cell Carcinoma
TUG1,Lymphoma
TUG1,Malignant Glioma
TUG1,Malignant Melanoma
TUG1,Melanoma
TUG1,Multiple Myeloma
TUG1,Multiple Sclerosis
TUG1,Nasopharynx Cancer
TUG1,Nasopharynx Carcinoma
TUG1,Non-Small Cell Lung Cancer
TUG1,Obesity
TUG1,Oral Squamous Cell Carcinoma
TUG1,Osteoarthritis
TUG1,Osteosarcoma
TUG1,Ovarian Cancer
TUG1,Pancreatic Cancer
TUG1,Pancreatic Carcinoma
TUG1,Pancreatic Ductal Adenocarcinoma
TUG1,Papillary Thyroid Carcinoma
TUG1,Parkinson Disease
TUG1,Periodontitis
TUG1,Pre-Eclampsia
TUG1,Prostate Cancer
TUG1,Pulmonary Artery Hypertension
TUG1,Relapsing-Remitting Multiple Sclerosis
TUG1,Renal Cell Carcinoma
TUG1,Renal Clear Cell Carcinoma
TUG1,Sepsis
TUG1,Small Cell Lung Cancer
TUG1,Squamous Cell Carcinoma
TUG1,Stomach Cancer
TUG1,Systemic Lupus Erythematosus
TUG1,Thyroid Cancer
TUG1,Tongue Squamous Cell Carcinoma
TUG1,Triple-Negative Breast Cancer
TUG1,Tumor
TUG1,Ulcerative Colitis
TUG1,Urinary Bladder Cancer
TUG1,Urothelial Bladder Cancer
MEG3,Acute Myeloid Leukemia
MEG3,Acute Pancreatitis
MEG3,Acute Promyelocytic Leukemia
MEG3,Acute Respiratory Distress Syndrome
MEG3,Adrenocortical Carcinoma
MEG3,Ankylosing Spondylitis
MEG3,Aplastic Anemia
MEG3,Asthma
MEG3,Atherosclerosis
MEG3,Bladder Cancer
MEG3,Bladder Urothelial Carcinoma
MEG3,Breast Cancer
MEG3,Cancer
MEG3,Cardiac Arrest
MEG3,Cardiovascular Disease
MEG3,Castration Resistant Prostate Cancer
MEG3,Cerebrovascular Disease
MEG3,Cervical Cancer
MEG3,Cervical Carcinoma
MEG3,Childhood Acute Lymphoblastic Leukemia
MEG3,Cholangiocarcinoma
MEG3,Choriocarcinoma
MEG3,Chronic Hepatitis B
MEG3,Chronic Myeloid Leukemia
MEG3,Chronic Obstructive Pulmonary Disease
MEG3,Clear Cell Renal Cell Carcinoma
MEG3,Clinical Nonfunctioning Pituitary Adenoma
MEG3,Colon Adenocarcinoma
MEG3,Colon Cancer
MEG3,Colorectal Adenocarcinoma
MEG3,Colorectal Cancer
MEG3,Colorectal Carcinoma
MEG3,Coronary Artery Disease
MEG3,COVID-19
MEG3,Diabetes Mellitus
MEG3,Diabetic Nephropathy
MEG3,Diabetic Retinopathy
MEG3,Endometrial Cancer
MEG3,Endometrial Carcinoma
MEG3,Epithelial Ovarian Cancer
MEG3,Esophageal Cancer
MEG3,Esophageal Squamous Cell Cancer
MEG3,Esophagus Squamous Cell Carcinoma
MEG3,Fracture
MEG3,Gallbladder Cancer
MEG3,Gastric Adenocarcinoma
MEG3,Gastric Cancer
MEG3,Gastric Cardia Adenocarcinoma
MEG3,Gestational Diabetes Mellitus
MEG3,Glaucoma
MEG3,Glioblastoma
MEG3,Glioblastoma Multiforme
MEG3,Glioma
MEG3,Head And Neck Squamous Cell Carcinoma
MEG3,Hemangioma
MEG3,Hepatocellular Cancer
MEG3,Hepatocellular Carcinoma
MEG3,Hepatoma
MEG3,Heroin Dependence
MEG3,High-Grade Serous Ovarian Cancer
MEG3,Hirschsprung's Disease
MEG3,Huntington's Disease
MEG3,Immune Thrombocytopenia
MEG3,Immune Thrombocytopenic Purpura
MEG3,Kidney Cancer
MEG3,Laryngeal Cancer
MEG3,Laryngeal Squamous Cell Cancer
MEG3,Liver Cancer
MEG3,Liver Cirrhosis
MEG3,Liver Disease
MEG3,Liver Fibrosis
MEG3,Low-Grade Glioma
MEG3,Lung Adenocarcinoma
MEG3,Lung Cancer
MEG3,Lung Non-Small Cell Carcinoma
MEG3,Lung Squamous Cell Carcinoma
MEG3,Malignant Glioma
MEG3,Malignant Melanoma
MEG3,Medulloblastoma
MEG3,Melanoma
MEG3,Meningioma
MEG3,Metabolic Syndrome
MEG3,Metabolic Syndrome X
MEG3,Multiple Myeloma
MEG3,Multiple Sclerosis
MEG3,Muscular Atrophy
MEG3,Myasthenia Gravis
MEG3,Myelodysplastic Syndrome
MEG3,Myelofibrosis
MEG3,Myeloma
MEG3,Nasopharynx Cancer
MEG3,Nasopharynx Carcinoma
MEG3,Nephroblastoma
MEG3,Neuroblastoma
MEG3,Non-Alcoholic Fatty Liver Disease
MEG3,Non-Functional Pituitary Adenoma
MEG3,Non-Small Cell Lung Cancer
MEG3,Non Small Cell Lung Cancer
MEG3,Obesity
MEG3,Oral Cancer
MEG3,Oral Squamous Cell Cancer
MEG3,Oral Squamous Cell Carcinoma
MEG3,Osteoarthritis
MEG3,Osteoporosis
MEG3,Osteosarcoma
MEG3,Ovarian Cancer
MEG3,Pancreatic Cancer
MEG3,Pancreatic Ductal Adenocarcinoma
MEG3,Pancreatic Endocrine Carcinoma
MEG3,Papillary Thyroid Cancer
MEG3,Papillary Thyroid Carcinoma
MEG3,Parkinson Disease
MEG3,Periodontitis
MEG3,Pituitary Adenoma
MEG3,Pituitary Tumor
MEG3,Pre-Eclampsia
MEG3,Primary Myelofibrosis
MEG3,Prostate Cancer
MEG3,Psoriasis
MEG3,Pulmonary Artery Hypertension
MEG3,Pulmonary Hypertension
MEG3,Pulpitis
MEG3,Renal Cell Carcinoma
MEG3,Renal Clear Cell Carcinoma
MEG3,Renal Fibrosis
MEG3,Retinoblastoma
MEG3,Rheumatoid Arthritis
MEG3,Sepsis
MEG3,Small Cell Lung Cancer
MEG3,Stomach Cancer
MEG3,T-Cell Lymphoblastic Lymphoma
MEG3,Testicular Germ Cell Cancer
MEG3,Testicular Germ Cell Tumor
MEG3,Thyroid Cancer
MEG3,Thyroid Carcinoma
MEG3,Tongue Squamous Cell Carcinoma
MEG3,Triple-Negative Breast Cancer
MEG3,Type 1 Diabetes Mellitus
MEG3,Type 2 Diabetes Mellitus
MEG3,Urinary Bladder Cancer
MEG3,Urothelial Carcinoma
MEG3,Uterine Cervical Neoplasm
MEG3,Vulva Squamous Cell Carcinoma
MEG3,Wilms Tumor
JPX,Acute Megakaryoblastic Leukemia
JPX,Allergic Rhinitis
JPX,Asthma
JPX,Breast Cancer
JPX,Burkitt Lymphoma
JPX,COVID-19
JPX,Glioblastoma Multiforme
JPX,Glioma
JPX,Hepatocellular Cancer
JPX,Hepatocellular Carcinoma
JPX,Intervertebral Disc Degeneration
JPX,Lung Cancer
JPX,Non-Small Cell Lung Cancer
JPX,Non Small Cell Lung Cancer
JPX,Oral Squamous Cell Carcinoma
JPX,Ovarian Cancer
JPX,Parkinson Disease
JPX,Periodontitis
JPX,Prostate Cancer
JPX,Uveal Melanoma
DHRS4-AS1,Clear Cell Renal Cell Carcinoma
DHRS4-AS1,COVID-19
DHRS4-AS1,Pancreatic Cancer
DHRS4-AS1,Thyroid Cancer
TP73-AS1,Acute Myeloid Leukemia
TP73-AS1,Astrocytoma
TP73-AS1,Atherosclerosis
TP73-AS1,Bladder Cancer
TP73-AS1,Breast Cancer
TP73-AS1,Cervical Cancer
TP73-AS1,Cholangiocarcinoma
TP73-AS1,Clear Cell Renal Cell Carcinoma
TP73-AS1,Colorectal Cancer
TP73-AS1,Epithelial Ovarian Cancer
TP73-AS1,Esophageal Cancer
TP73-AS1,Esophageal Squamous Cell Cancer
TP73-AS1,Esophagus Squamous Cell Carcinoma
TP73-AS1,Gastric Cancer
TP73-AS1,Glioblastoma
TP73-AS1,Glioblastoma Multiforme
TP73-AS1,Glioma
TP73-AS1,Hepatocellular Carcinoma
TP73-AS1,Hepatoma
TP73-AS1,Lung Adenocarcinoma
TP73-AS1,Lung Cancer
TP73-AS1,Lung Non-Small Cell Carcinoma
TP73-AS1,Medulloblastoma
TP73-AS1,Multiple Myeloma
TP73-AS1,Nasopharynx Carcinoma
TP73-AS1,Non-Alcoholic Fatty Liver
TP73-AS1,Non-Small Cell Lung Cancer
TP73-AS1,Non Small Cell Lung Cancer
TP73-AS1,Oligodendroglioma
TP73-AS1,Osteosarcoma
TP73-AS1,Ovarian Cancer
TP73-AS1,Pancreatic Cancer
TP73-AS1,Pancreatic Ductal Adenocarcinoma
TP73-AS1,Prostate Cancer
TP73-AS1,Renal Cell Carcinoma
TP73-AS1,Retinoblastoma
TP73-AS1,Triple-Negative Breast Cancer
LINC00869,Esophageal Cancer
LINC00869,Gastric Cancer
LINC00869,Osteoarthritis
LINC00869,Thyroid Cancer
DANCR,Acute Myeloid Leukemia
DANCR,Acute Myocardial Infarction
DANCR,Astrocytoma
DANCR,Bladder Cancer
DANCR,Bone Disease
DANCR,Brain Cancer
DANCR,Breast Cancer
DANCR,Cervical Cancer
DANCR,Cervical Squamous Cell Carcinoma
DANCR,Cholangiocarcinoma
DANCR,Colon Cancer
DANCR,Colorectal Cancer
DANCR,Colorectal Carcinoma
DANCR,COVID-19
DANCR,Endometrial Cancer
DANCR,Endometrial Carcinoma
DANCR,Esophageal Cancer
DANCR,Esophagus Squamous Cell Carcinoma
DANCR,Gastric Cancer
DANCR,Glioblastoma
DANCR,Glioma
DANCR,Hepatitis C Virus Infection
DANCR,Hepatocellular Cancer
DANCR,Hepatocellular Carcinoma
DANCR,Idiopathic Pulmonary Fibrosis
DANCR,Liver Disease
DANCR,Lung Adenocarcinoma
DANCR,Lung Cancer
DANCR,Lung Non-Small Cell Carcinoma
DANCR,Malignant Glioma
DANCR,Multiple Myeloma
DANCR,Nasopharynx Cancer
DANCR,Nasopharynx Carcinoma
DANCR,Non-Small Cell Lung Cancer
DANCR,Non Small Cell Lung Cancer
DANCR,Oral Squamous Cell Carcinoma
DANCR,Osteoarthritis
DANCR,Osteoporosis
DANCR,Osteosarcoma
DANCR,Ovarian Cancer
DANCR,Pancreatic Cancer
DANCR,Pancreatic Ductal Adenocarcinoma
DANCR,Papillary Thyroid Cancer
DANCR,Papillary Thyroid Carcinoma
DANCR,Periodontitis
DANCR,Prostate Cancer
DANCR,Renal Cell Carcinoma
DANCR,Retinoblastoma
DANCR,Stomach Cancer
DANCR,Tongue Squamous Cell Carcinoma
DANCR,Triple-Negative Breast Cancer
DANCR,Unstable Angina
PVT1,Acute Lymphoblastic Leukemia
PVT1,Acute Myeloid Leukemia
PVT1,Acute Promyelocytic Leukemia
PVT1,Acute Respiratory Distress Syndrome
PVT1,Adenocarcinoma
PVT1,Anaplastic Large Cell Lymphoma
PVT1,Anaplastic Thyroid Cancer
PVT1,Aortic Dissection
PVT1,Asthma
PVT1,Astrocytoma
PVT1,Atherosclerosis
PVT1,B-Cell Lymphoma
PVT1,Bladder Cancer
PVT1,Bladder Urothelial Carcinoma
PVT1,Breast Cancer
PVT1,Burkitt Lymphoma
PVT1,Cancer
PVT1,Cervical Cancer
PVT1,Cervical Squamous Cell Carcinoma
PVT1,Cholangiocarcinoma
PVT1,Chronic Kidney Disease
PVT1,Chronic Obstructive Pulmonary Disease
PVT1,Clear Cell Renal Cell Carcinoma
PVT1,Cleft Lip
PVT1,Colon Adenocarcinoma
PVT1,Colon Cancer
PVT1,Colorectal Cancer
PVT1,Congestive Heart Failure
PVT1,Coronary Artery Disease
PVT1,Coronary Heart Disease
PVT1,COVID-19
PVT1,Diabetes Mellitus
PVT1,Diabetic Cataract
PVT1,Diabetic Nephropathy
PVT1,Diabetic Retinopathy
PVT1,Diffuse Large B-Cell Lymphoma
PVT1,Endometrial Cancer
PVT1,Endometrial Carcinoma
PVT1,Epithelial Ovarian Cancer
PVT1,Esophageal Adenocarcinoma
PVT1,Esophageal Cancer
PVT1,Esophageal Carcinoma
PVT1,Esophagus Squamous Cell Carcinoma
PVT1,Fibroadenoma
PVT1,Gallbladder Cancer
PVT1,Gastric Adenocarcinoma
PVT1,Gastric Cancer
PVT1,Gestational Diabetes Mellitus
PVT1,Glioblastoma Multiforme
PVT1,Glioma
PVT1,Head And Neck Squamous Cell Carcinoma
PVT1,Hematologic Cancer
PVT1,Hepatoblastoma
PVT1,Hepatocarcinoma
PVT1,Hepatocellular Cancer
PVT1,Hepatocellular Carcinoma
PVT1,Hodgkin's Lymphoma
PVT1,Kidney Cancer
PVT1,Laryngeal Squamous Cell Cancer
PVT1,Laryngeal Squamous Cell Carcinoma
PVT1,Leukemia
PVT1,Liver Cancer
PVT1,Liver Fibrosis
