miRNA,disease
hsa-miR-4458,melanoma
hsa-miR-4500,melanoma
hsa-miR-98-5p,melanoma
hsa-let-7a-5p,myelofibrosis
hsa-let-7b-5p,myelofibrosis
hsa-let-7c-5p,myelofibrosis
hsa-let-7d-5p,myelofibrosis
hsa-let-7e-5p,myelofibrosis
hsa-let-7f-5p,myelofibrosis
hsa-let-7g-5p,myelofibrosis
hsa-let-7i-5p,myelofibrosis
hsa-miR-10a-5p,myelofibrosis
hsa-miR-10b-5p,myelofibrosis
hsa-miR-122-5p,myelofibrosis
hsa-miR-125a-3p,myelofibrosis
hsa-miR-181a-5p,myelofibrosis
hsa-miR-181b-5p,myelofibrosis
hsa-miR-181c-5p,myelofibrosis
hsa-miR-181d-5p,myelofibrosis
hsa-miR-339-5p,myelofibrosis
hsa-miR-4262,myelofibrosis
hsa-miR-4458,myelofibrosis
hsa-miR-4500,myelofibrosis
hsa-miR-98-5p,myelofibrosis
hsa-let-7a-5p,myocardial infarction
hsa-let-7b-5p,myocardial infarction
hsa-let-7c-5p,myocardial infarction
hsa-let-7d-5p,myocardial infarction
hsa-let-7e-5p,myocardial infarction
hsa-let-7f-5p,myocardial infarction
hsa-let-7g-5p,myocardial infarction
hsa-let-7i-5p,myocardial infarction
hsa-miR-10a-5p,myocardial infarction
hsa-miR-10b-5p,myocardial infarction
hsa-miR-122-5p,myocardial infarction
hsa-miR-125a-3p,myocardial infarction
hsa-miR-181a-5p,myocardial infarction
hsa-miR-181b-5p,myocardial infarction
hsa-miR-181c-5p,myocardial infarction
hsa-miR-181d-5p,myocardial infarction
hsa-miR-339-5p,myocardial infarction
hsa-miR-4262,myocardial infarction
hsa-miR-4458,myocardial infarction
hsa-miR-4500,myocardial infarction
hsa-miR-98-5p,myocardial infarction
hsa-let-7a-5p,nervous system cancer
hsa-let-7b-5p,nervous system cancer
hsa-let-7c-5p,nervous system cancer
hsa-let-7d-5p,nervous system cancer
hsa-let-7e-5p,nervous system cancer
hsa-let-7f-5p,nervous system cancer
hsa-let-7g-5p,nervous system cancer
hsa-let-7i-5p,nervous system cancer
hsa-miR-10a-5p,nervous system cancer
hsa-miR-10b-5p,nervous system cancer
hsa-miR-122-5p,nervous system cancer
hsa-miR-125a-3p,nervous system cancer
hsa-miR-181a-5p,nervous system cancer
hsa-miR-181b-5p,nervous system cancer
hsa-miR-181c-5p,nervous system cancer
hsa-miR-181d-5p,nervous system cancer
hsa-miR-339-5p,nervous system cancer
hsa-miR-4262,nervous system cancer
hsa-miR-4458,nervous system cancer
hsa-miR-4500,nervous system cancer
hsa-miR-98-5p,nervous system cancer
hsa-let-7a-5p,neurofibromatosis 1
hsa-let-7b-5p,neurofibromatosis 1
hsa-let-7c-5p,neurofibromatosis 1
hsa-let-7d-5p,neurofibromatosis 1
hsa-let-7e-5p,neurofibromatosis 1
hsa-let-7f-5p,neurofibromatosis 1
hsa-let-7g-5p,neurofibromatosis 1
hsa-let-7i-5p,neurofibromatosis 1
hsa-miR-10a-5p,neurofibromatosis 1
hsa-miR-10b-5p,neurofibromatosis 1
hsa-miR-122-5p,neurofibromatosis 1
hsa-miR-125a-3p,neurofibromatosis 1
hsa-miR-181a-5p,neurofibromatosis 1
hsa-miR-181b-5p,neurofibromatosis 1
hsa-miR-181c-5p,neurofibromatosis 1
hsa-miR-181d-5p,neurofibromatosis 1
hsa-miR-339-5p,neurofibromatosis 1
hsa-miR-4262,neurofibromatosis 1
hsa-miR-4458,neurofibromatosis 1
hsa-miR-4500,neurofibromatosis 1
hsa-miR-98-5p,neurofibromatosis 1
hsa-let-7a-5p,osteosarcoma
hsa-let-7b-5p,osteosarcoma
hsa-let-7c-5p,osteosarcoma
hsa-let-7d-5p,osteosarcoma
hsa-let-7e-5p,osteosarcoma
hsa-let-7f-5p,osteosarcoma
hsa-let-7g-5p,osteosarcoma
hsa-let-7i-5p,osteosarcoma
hsa-miR-10a-5p,osteosarcoma
hsa-miR-10b-5p,osteosarcoma
hsa-miR-122-5p,osteosarcoma
hsa-miR-125a-3p,osteosarcoma
hsa-miR-181a-5p,osteosarcoma
hsa-miR-181b-5p,osteosarcoma
hsa-miR-181c-5p,osteosarcoma
hsa-miR-181d-5p,osteosarcoma
hsa-miR-339-5p,osteosarcoma
hsa-miR-4262,osteosarcoma
hsa-miR-4458,osteosarcoma
hsa-miR-4500,osteosarcoma
hsa-miR-98-5p,osteosarcoma
hsa-let-7a-5p,ovarian cancer
hsa-let-7b-5p,ovarian cancer
hsa-let-7c-5p,ovarian cancer
hsa-let-7d-5p,ovarian cancer
hsa-let-7e-5p,ovarian cancer
hsa-let-7f-5p,ovarian cancer
hsa-let-7g-5p,ovarian cancer
hsa-let-7i-5p,ovarian cancer
hsa-miR-10a-5p,ovarian cancer
hsa-miR-10b-5p,ovarian cancer
hsa-miR-122-5p,ovarian cancer
hsa-miR-125a-3p,ovarian cancer
hsa-miR-181a-5p,ovarian cancer
hsa-miR-181b-5p,ovarian cancer
hsa-miR-181c-5p,ovarian cancer
hsa-miR-181d-5p,ovarian cancer
hsa-miR-339-5p,ovarian cancer
hsa-miR-4262,ovarian cancer
hsa-miR-4458,ovarian cancer
hsa-miR-4500,ovarian cancer
hsa-miR-98-5p,ovarian cancer
hsa-let-7a-5p,pancreatic cancer
hsa-let-7b-5p,pancreatic cancer
hsa-let-7c-5p,pancreatic cancer
hsa-let-7d-5p,pancreatic cancer
hsa-let-7e-5p,pancreatic cancer
hsa-let-7f-5p,pancreatic cancer
hsa-let-7g-5p,pancreatic cancer
hsa-let-7i-5p,pancreatic cancer
hsa-miR-10a-5p,pancreatic cancer
hsa-miR-10b-5p,pancreatic cancer
hsa-miR-122-5p,pancreatic cancer
hsa-miR-125a-3p,pancreatic cancer
hsa-miR-181a-5p,pancreatic cancer
hsa-miR-181b-5p,pancreatic cancer
hsa-miR-181c-5p,pancreatic cancer
hsa-miR-181d-5p,pancreatic cancer
hsa-miR-339-5p,pancreatic cancer
hsa-miR-4262,pancreatic cancer
hsa-miR-4458,pancreatic cancer
hsa-miR-4500,pancreatic cancer
hsa-miR-98-5p,pancreatic cancer
hsa-let-7a-5p,periodontitis
hsa-let-7b-5p,periodontitis
hsa-let-7c-5p,periodontitis
hsa-let-7d-5p,periodontitis
hsa-let-7e-5p,periodontitis
hsa-let-7f-5p,periodontitis
hsa-let-7g-5p,periodontitis
hsa-let-7i-5p,periodontitis
hsa-miR-10a-5p,periodontitis
hsa-miR-10b-5p,periodontitis
hsa-miR-122-5p,periodontitis
hsa-miR-125a-3p,periodontitis
hsa-miR-181a-5p,periodontitis
hsa-miR-181b-5p,periodontitis
hsa-miR-181c-5p,periodontitis
hsa-miR-181d-5p,periodontitis
hsa-miR-339-5p,periodontitis
hsa-miR-4262,periodontitis
hsa-miR-4458,periodontitis
hsa-miR-4500,periodontitis
hsa-miR-98-5p,periodontitis
hsa-let-7a-5p,peripheral artery disease
hsa-let-7b-5p,peripheral artery disease
hsa-let-7c-5p,peripheral artery disease
hsa-let-7d-5p,peripheral artery disease
hsa-let-7e-5p,peripheral artery disease
hsa-let-7f-5p,peripheral artery disease
hsa-let-7g-5p,peripheral artery disease
hsa-let-7i-5p,peripheral artery disease
hsa-miR-10a-5p,peripheral artery disease
hsa-miR-10b-5p,peripheral artery disease
hsa-miR-122-5p,peripheral artery disease
hsa-miR-125a-3p,peripheral artery disease
hsa-miR-181a-5p,peripheral artery disease
hsa-miR-181b-5p,peripheral artery disease
hsa-miR-181c-5p,peripheral artery disease
hsa-miR-181d-5p,peripheral artery disease
hsa-miR-339-5p,peripheral artery disease
hsa-miR-4262,peripheral artery disease
hsa-miR-4458,peripheral artery disease
hsa-miR-4500,peripheral artery disease
hsa-miR-98-5p,peripheral artery disease
hsa-let-7a-5p,plexiform neurofibroma
hsa-let-7b-5p,plexiform neurofibroma
hsa-let-7c-5p,plexiform neurofibroma
hsa-let-7d-5p,plexiform neurofibroma
hsa-let-7e-5p,plexiform neurofibroma
hsa-let-7f-5p,plexiform neurofibroma
hsa-let-7g-5p,plexiform neurofibroma
hsa-let-7i-5p,plexiform neurofibroma
hsa-miR-10a-5p,plexiform neurofibroma
hsa-miR-10b-5p,plexiform neurofibroma
hsa-miR-122-5p,plexiform neurofibroma
hsa-miR-125a-3p,plexiform neurofibroma
hsa-miR-181a-5p,plexiform neurofibroma
hsa-miR-181b-5p,plexiform neurofibroma
hsa-miR-181c-5p,plexiform neurofibroma
hsa-miR-181d-5p,plexiform neurofibroma
hsa-miR-339-5p,plexiform neurofibroma
hsa-miR-4262,plexiform neurofibroma
hsa-miR-4458,plexiform neurofibroma
hsa-miR-4500,plexiform neurofibroma
hsa-miR-98-5p,plexiform neurofibroma
hsa-let-7a-5p,primary open angle glaucoma
hsa-let-7b-5p,primary open angle glaucoma
hsa-let-7c-5p,primary open angle glaucoma
hsa-let-7d-5p,primary open angle glaucoma
hsa-let-7e-5p,primary open angle glaucoma
hsa-let-7f-5p,primary open angle glaucoma
hsa-let-7g-5p,primary open angle glaucoma
hsa-let-7i-5p,primary open angle glaucoma
hsa-miR-10a-5p,primary open angle glaucoma
hsa-miR-10b-5p,primary open angle glaucoma
hsa-miR-122-5p,primary open angle glaucoma
hsa-miR-125a-3p,primary open angle glaucoma
hsa-miR-181a-5p,primary open angle glaucoma
hsa-miR-181b-5p,primary open angle glaucoma
hsa-miR-181c-5p,primary open angle glaucoma
hsa-miR-181d-5p,primary open angle glaucoma
hsa-miR-339-5p,primary open angle glaucoma
hsa-miR-4262,primary open angle glaucoma
hsa-miR-4458,primary open angle glaucoma
hsa-miR-4500,primary open angle glaucoma
hsa-miR-98-5p,primary open angle glaucoma
hsa-let-7a-5p,prostate cancer
hsa-let-7b-5p,prostate cancer
hsa-let-7c-5p,prostate cancer
hsa-let-7d-5p,prostate cancer
hsa-let-7e-5p,prostate cancer
hsa-let-7f-5p,prostate cancer
hsa-let-7g-5p,prostate cancer
hsa-let-7i-5p,prostate cancer
hsa-miR-10a-5p,prostate cancer
hsa-miR-10b-5p,prostate cancer
hsa-miR-122-5p,prostate cancer
hsa-miR-125a-3p,prostate cancer
hsa-miR-181a-5p,prostate cancer
hsa-miR-181b-5p,prostate cancer
hsa-miR-181c-5p,prostate cancer
hsa-miR-181d-5p,prostate cancer
hsa-miR-339-5p,prostate cancer
hsa-miR-4262,prostate cancer
hsa-miR-4458,prostate cancer
hsa-miR-4500,prostate cancer
hsa-miR-98-5p,prostate cancer
hsa-let-7a-5p,squamous cell carcinoma
hsa-let-7b-5p,squamous cell carcinoma
hsa-let-7c-5p,squamous cell carcinoma
hsa-let-7d-5p,squamous cell carcinoma
hsa-let-7e-5p,squamous cell carcinoma
hsa-let-7f-5p,squamous cell carcinoma
hsa-let-7g-5p,squamous cell carcinoma
hsa-let-7i-5p,squamous cell carcinoma
hsa-miR-10a-5p,squamous cell carcinoma
hsa-miR-10b-5p,squamous cell carcinoma
hsa-miR-122-5p,squamous cell carcinoma
hsa-miR-125a-3p,squamous cell carcinoma
hsa-miR-181a-5p,squamous cell carcinoma
hsa-miR-181b-5p,squamous cell carcinoma
hsa-miR-181c-5p,squamous cell carcinoma
hsa-miR-181d-5p,squamous cell carcinoma
hsa-miR-339-5p,squamous cell carcinoma
hsa-miR-4262,squamous cell carcinoma
hsa-miR-4458,squamous cell carcinoma
hsa-miR-4500,squamous cell carcinoma
hsa-miR-98-5p,squamous cell carcinoma
hsa-let-7a-5p,stomach cancer
hsa-let-7b-5p,stomach cancer
hsa-let-7c-5p,stomach cancer
hsa-let-7d-5p,stomach cancer
hsa-let-7e-5p,stomach cancer
hsa-let-7f-5p,stomach cancer
hsa-let-7g-5p,stomach cancer
hsa-let-7i-5p,stomach cancer
hsa-miR-10a-5p,stomach cancer
hsa-miR-10b-5p,stomach cancer
hsa-miR-122-5p,stomach cancer
hsa-miR-125a-3p,stomach cancer
hsa-miR-181a-5p,stomach cancer
hsa-miR-181b-5p,stomach cancer
hsa-miR-181c-5p,stomach cancer
hsa-miR-181d-5p,stomach cancer
hsa-miR-339-5p,stomach cancer
hsa-miR-4262,stomach cancer
hsa-miR-4458,stomach cancer
hsa-miR-4500,stomach cancer
hsa-miR-98-5p,stomach cancer
hsa-let-7a-5p,type 2 diabetes mellitus
hsa-let-7b-5p,type 2 diabetes mellitus
hsa-let-7c-5p,type 2 diabetes mellitus
hsa-let-7d-5p,type 2 diabetes mellitus
hsa-let-7e-5p,type 2 diabetes mellitus
hsa-let-7f-5p,type 2 diabetes mellitus
hsa-let-7g-5p,type 2 diabetes mellitus
hsa-let-7i-5p,type 2 diabetes mellitus
hsa-miR-10a-5p,type 2 diabetes mellitus
hsa-miR-10b-5p,type 2 diabetes mellitus
hsa-miR-122-5p,type 2 diabetes mellitus
hsa-miR-125a-3p,type 2 diabetes mellitus
hsa-miR-181a-5p,type 2 diabetes mellitus
hsa-miR-181b-5p,type 2 diabetes mellitus
hsa-miR-181c-5p,type 2 diabetes mellitus
hsa-miR-181d-5p,type 2 diabetes mellitus
hsa-miR-339-5p,type 2 diabetes mellitus
hsa-miR-4262,type 2 diabetes mellitus
hsa-miR-4458,type 2 diabetes mellitus
hsa-miR-4500,type 2 diabetes mellitus
hsa-miR-98-5p,type 2 diabetes mellitus
hsa-let-7a-5p,urinary bladder cancer
hsa-let-7b-5p,urinary bladder cancer
hsa-let-7c-5p,urinary bladder cancer
hsa-let-7d-5p,urinary bladder cancer
hsa-let-7e-5p,urinary bladder cancer
hsa-let-7f-5p,urinary bladder cancer
hsa-let-7g-5p,urinary bladder cancer
hsa-let-7i-5p,urinary bladder cancer
hsa-miR-10a-5p,urinary bladder cancer
hsa-miR-10b-5p,urinary bladder cancer
hsa-miR-122-5p,urinary bladder cancer
hsa-miR-125a-3p,urinary bladder cancer
hsa-miR-181a-5p,urinary bladder cancer
hsa-miR-181b-5p,urinary bladder cancer
hsa-miR-181c-5p,urinary bladder cancer
hsa-miR-181d-5p,urinary bladder cancer
hsa-miR-339-5p,urinary bladder cancer
hsa-miR-4262,urinary bladder cancer
hsa-miR-4458,urinary bladder cancer
hsa-miR-4500,urinary bladder cancer
hsa-miR-98-5p,urinary bladder cancer
hsa-miR-136-5p,bladder urothelial carcinoma
hsa-miR-384,bladder urothelial carcinoma
hsa-miR-136-5p,breast cancer
hsa-miR-384,breast cancer
hsa-miR-136-5p,cervical cancer
hsa-miR-384,cervical cancer
hsa-miR-136-5p,childhood medulloblastoma
hsa-miR-384,childhood medulloblastoma
hsa-miR-136-5p,chronic lymphocytic leukemia
hsa-miR-384,chronic lymphocytic leukemia
hsa-miR-136-5p,colorectal cancer
hsa-miR-384,colorectal cancer
hsa-miR-136-5p,gallbladder cancer
hsa-miR-384,gallbladder cancer
hsa-miR-136-5p,gallbladder carcinoma
hsa-miR-384,gallbladder carcinoma
hsa-miR-136-5p,hepatoblastoma
hsa-miR-384,hepatoblastoma
hsa-miR-136-5p,hepatocellular carcinoma
hsa-miR-384,hepatocellular carcinoma
hsa-miR-136-5p,ovarian cancer
hsa-miR-384,ovarian cancer
hsa-miR-136-5p,pancreatic cancer
hsa-miR-384,pancreatic cancer
hsa-miR-136-5p,renal cell carcinoma
hsa-miR-384,renal cell carcinoma
hsa-miR-136-5p,stomach cancer
hsa-miR-384,stomach cancer
hsa-miR-103a-3p,breast cancer
hsa-miR-107,breast cancer
hsa-miR-155-5p,breast cancer
hsa-miR-193a-3p,breast cancer
hsa-miR-193b-3p,breast cancer
hsa-miR-376c-3p,breast cancer
hsa-miR-103a-3p,cancer
hsa-miR-107,cancer
hsa-miR-155-5p,cancer
hsa-miR-193a-3p,cancer
hsa-miR-193b-3p,cancer
hsa-miR-376c-3p,cancer
hsa-miR-103a-3p,colon cancer
hsa-miR-107,colon cancer
hsa-miR-155-5p,colon cancer
hsa-miR-193a-3p,colon cancer
hsa-miR-193b-3p,colon cancer
hsa-miR-376c-3p,colon cancer
hsa-miR-103a-3p,colorectal cancer
hsa-miR-107,colorectal cancer
hsa-miR-155-5p,colorectal cancer
hsa-miR-193a-3p,colorectal cancer
hsa-miR-193b-3p,colorectal cancer
hsa-miR-376c-3p,colorectal cancer
hsa-miR-103a-3p,gallbladder cancer
hsa-miR-107,gallbladder cancer
hsa-miR-155-5p,gallbladder cancer
hsa-miR-193a-3p,gallbladder cancer
hsa-miR-193b-3p,gallbladder cancer
hsa-miR-376c-3p,gallbladder cancer
hsa-miR-103a-3p,glioblastoma
hsa-miR-107,glioblastoma
hsa-miR-155-5p,glioblastoma
hsa-miR-193a-3p,glioblastoma
hsa-miR-193b-3p,glioblastoma
hsa-miR-376c-3p,glioblastoma
hsa-miR-103a-3p,head and neck squamous cell carcinoma
hsa-miR-107,head and neck squamous cell carcinoma
hsa-miR-155-5p,head and neck squamous cell carcinoma
hsa-miR-193a-3p,head and neck squamous cell carcinoma
hsa-miR-193b-3p,head and neck squamous cell carcinoma
hsa-miR-376c-3p,head and neck squamous cell carcinoma
hsa-miR-103a-3p,hepatocellular carcinoma
hsa-miR-107,hepatocellular carcinoma
hsa-miR-155-5p,hepatocellular carcinoma
hsa-miR-193a-3p,hepatocellular carcinoma
hsa-miR-193b-3p,hepatocellular carcinoma
hsa-miR-376c-3p,hepatocellular carcinoma
hsa-miR-103a-3p,lung adenocarcinoma
hsa-miR-107,lung adenocarcinoma
hsa-miR-155-5p,lung adenocarcinoma
hsa-miR-193a-3p,lung adenocarcinoma
hsa-miR-193b-3p,lung adenocarcinoma
hsa-miR-376c-3p,lung adenocarcinoma
hsa-miR-103a-3p,pancreatic cancer
hsa-miR-107,pancreatic cancer
hsa-miR-155-5p,pancreatic cancer
hsa-miR-193a-3p,pancreatic cancer
hsa-miR-193b-3p,pancreatic cancer
hsa-miR-376c-3p,pancreatic cancer
hsa-miR-103a-3p,renal cell carcinoma
hsa-miR-107,renal cell carcinoma
hsa-miR-155-5p,renal cell carcinoma
hsa-miR-193a-3p,renal cell carcinoma
hsa-miR-193b-3p,renal cell carcinoma
hsa-miR-376c-3p,renal cell carcinoma
hsa-miR-103a-3p,stomach cancer
hsa-miR-107,stomach cancer
hsa-miR-155-5p,stomach cancer
hsa-miR-193a-3p,stomach cancer
hsa-miR-193b-3p,stomach cancer
hsa-miR-376c-3p,stomach cancer
hsa-miR-103a-3p,tongue squamous cell carcinoma
hsa-miR-107,tongue squamous cell carcinoma
hsa-miR-155-5p,tongue squamous cell carcinoma
hsa-miR-193a-3p,tongue squamous cell carcinoma
hsa-miR-193b-3p,tongue squamous cell carcinoma
hsa-miR-376c-3p,tongue squamous cell carcinoma
hsa-miR-30a-5p,chronic lymphocytic leukemia
hsa-miR-30b-5p,chronic lymphocytic leukemia
hsa-miR-30c-5p,chronic lymphocytic leukemia
hsa-miR-30d-5p,chronic lymphocytic leukemia
hsa-miR-30e-5p,chronic lymphocytic leukemia
hsa-miR-374a-5p,chronic lymphocytic leukemia
hsa-miR-374b-5p,chronic lymphocytic leukemia
hsa-miR-30a-5p,lymphoma
hsa-miR-30b-5p,lymphoma
hsa-miR-30c-5p,lymphoma
hsa-miR-30d-5p,lymphoma
hsa-miR-30e-5p,lymphoma
hsa-miR-374a-5p,lymphoma
hsa-miR-374b-5p,lymphoma
hsa-miR-30a-5p,myeloid neoplasm
hsa-miR-30b-5p,myeloid neoplasm
hsa-miR-30c-5p,myeloid neoplasm
hsa-miR-30d-5p,myeloid neoplasm
hsa-miR-30e-5p,myeloid neoplasm
hsa-miR-374a-5p,myeloid neoplasm
hsa-miR-374b-5p,myeloid neoplasm
hsa-miR-30a-5p,pancreatic cancer
hsa-miR-30b-5p,pancreatic cancer
hsa-miR-30c-5p,pancreatic cancer
hsa-miR-30d-5p,pancreatic cancer
hsa-miR-30e-5p,pancreatic cancer
hsa-miR-374a-5p,pancreatic cancer
hsa-miR-374b-5p,pancreatic cancer
hsa-miR-142-3p,cancer
hsa-miR-3167,cancer
hsa-miR-876-5p,cancer
hsa-miR-1297,renal cell carcinoma
hsa-miR-26a-5p,renal cell carcinoma
hsa-miR-26b-5p,renal cell carcinoma
hsa-miR-4465,renal cell carcinoma
hsa-miR-1297,stomach cancer
hsa-miR-26a-5p,stomach cancer
hsa-miR-26b-5p,stomach cancer
hsa-miR-4465,stomach cancer
hsa-miR-653-5p,hypertension
hsa-miR-182-5p,stomach cancer
hsa-miR-27a-3p,stomach cancer
hsa-miR-27b-3p,stomach cancer
hsa-miR-365a-3p,stomach cancer
hsa-miR-3167,colorectal cancer
hsa-miR-346,colorectal cancer
hsa-miR-378a-3p,colorectal cancer
hsa-miR-378b,colorectal cancer
hsa-miR-378c,colorectal cancer
hsa-miR-378d,colorectal cancer
hsa-miR-378e,colorectal cancer
hsa-miR-378f,colorectal cancer
hsa-miR-378h,colorectal cancer
hsa-miR-378i,colorectal cancer
hsa-miR-422a,colorectal cancer
hsa-miR-431-5p,colorectal cancer
hsa-miR-876-5p,colorectal cancer
hsa-miR-3167,rheumatoid arthritis
hsa-miR-346,rheumatoid arthritis
hsa-miR-378a-3p,rheumatoid arthritis
hsa-miR-378b,rheumatoid arthritis
hsa-miR-378c,rheumatoid arthritis
hsa-miR-378d,rheumatoid arthritis
hsa-miR-378e,rheumatoid arthritis
hsa-miR-378f,rheumatoid arthritis
hsa-miR-378h,rheumatoid arthritis
hsa-miR-378i,rheumatoid arthritis
hsa-miR-422a,rheumatoid arthritis
hsa-miR-431-5p,rheumatoid arthritis
hsa-miR-876-5p,rheumatoid arthritis
hsa-miR-15a-5p,chronic obstructive pulmonary disease
hsa-miR-15b-5p,chronic obstructive pulmonary disease
hsa-miR-16-5p,chronic obstructive pulmonary disease
hsa-miR-18a-5p,chronic obstructive pulmonary disease
hsa-miR-18b-5p,chronic obstructive pulmonary disease
hsa-miR-195-5p,chronic obstructive pulmonary disease
hsa-miR-214-3p,chronic obstructive pulmonary disease
hsa-miR-24-3p,chronic obstructive pulmonary disease
hsa-miR-28-5p,chronic obstructive pulmonary disease
hsa-miR-296-3p,chronic obstructive pulmonary disease
hsa-miR-3139,chronic obstructive pulmonary disease
hsa-miR-338-3p,chronic obstructive pulmonary disease
hsa-miR-3619-5p,chronic obstructive pulmonary disease
hsa-miR-421,chronic obstructive pulmonary disease
hsa-miR-424-5p,chronic obstructive pulmonary disease
hsa-miR-4735-3p,chronic obstructive pulmonary disease
hsa-miR-495-3p,chronic obstructive pulmonary disease
hsa-miR-497-5p,chronic obstructive pulmonary disease
hsa-miR-708-5p,chronic obstructive pulmonary disease
hsa-miR-761,chronic obstructive pulmonary disease
hsa-miR-15a-5p,gallbladder cancer
hsa-miR-15b-5p,gallbladder cancer
hsa-miR-16-5p,gallbladder cancer
hsa-miR-18a-5p,gallbladder cancer
hsa-miR-18b-5p,gallbladder cancer
hsa-miR-195-5p,gallbladder cancer
hsa-miR-214-3p,gallbladder cancer
hsa-miR-24-3p,gallbladder cancer
hsa-miR-28-5p,gallbladder cancer
hsa-miR-296-3p,gallbladder cancer
hsa-miR-3139,gallbladder cancer
hsa-miR-338-3p,gallbladder cancer
hsa-miR-3619-5p,gallbladder cancer
hsa-miR-421,gallbladder cancer
hsa-miR-424-5p,gallbladder cancer
hsa-miR-4735-3p,gallbladder cancer
hsa-miR-495-3p,gallbladder cancer
hsa-miR-497-5p,gallbladder cancer
hsa-miR-708-5p,gallbladder cancer
hsa-miR-761,gallbladder cancer
hsa-miR-15a-5p,lung adenocarcinoma
hsa-miR-15b-5p,lung adenocarcinoma
hsa-miR-16-5p,lung adenocarcinoma
hsa-miR-195-5p,lung adenocarcinoma
hsa-miR-214-3p,lung adenocarcinoma
hsa-miR-24-3p,lung adenocarcinoma
hsa-miR-28-5p,lung adenocarcinoma
hsa-miR-296-3p,lung adenocarcinoma
hsa-miR-3139,lung adenocarcinoma
hsa-miR-338-3p,lung adenocarcinoma
hsa-miR-3619-5p,lung adenocarcinoma
hsa-miR-421,lung adenocarcinoma
hsa-miR-424-5p,lung adenocarcinoma
hsa-miR-495-3p,lung adenocarcinoma
hsa-miR-497-5p,lung adenocarcinoma
hsa-miR-708-5p,lung adenocarcinoma
hsa-miR-761,lung adenocarcinoma
hsa-miR-15a-5p,lung cancer
hsa-miR-15b-5p,lung cancer
hsa-miR-16-5p,lung cancer
hsa-miR-195-5p,lung cancer
hsa-miR-214-3p,lung cancer
hsa-miR-24-3p,lung cancer
hsa-miR-28-5p,lung cancer
hsa-miR-296-3p,lung cancer
hsa-miR-3139,lung cancer
hsa-miR-338-3p,lung cancer
hsa-miR-3619-5p,lung cancer
hsa-miR-421,lung cancer
hsa-miR-424-5p,lung cancer
hsa-miR-495-3p,lung cancer
hsa-miR-497-5p,lung cancer
hsa-miR-708-5p,lung cancer
hsa-miR-761,lung cancer
hsa-miR-15a-5p,osteosarcoma
hsa-miR-15b-5p,osteosarcoma
hsa-miR-16-5p,osteosarcoma
hsa-miR-195-5p,osteosarcoma
hsa-miR-214-3p,osteosarcoma
hsa-miR-24-3p,osteosarcoma
hsa-miR-28-5p,osteosarcoma
hsa-miR-296-3p,osteosarcoma
hsa-miR-3139,osteosarcoma
hsa-miR-338-3p,osteosarcoma
hsa-miR-3619-5p,osteosarcoma
hsa-miR-421,osteosarcoma
hsa-miR-424-5p,osteosarcoma
hsa-miR-495-3p,osteosarcoma
hsa-miR-497-5p,osteosarcoma
hsa-miR-708-5p,osteosarcoma
hsa-miR-761,osteosarcoma
hsa-miR-15a-5p,prostate cancer
hsa-miR-15b-5p,prostate cancer
hsa-miR-16-5p,prostate cancer
hsa-miR-195-5p,prostate cancer
hsa-miR-214-3p,prostate cancer
hsa-miR-24-3p,prostate cancer
hsa-miR-28-5p,prostate cancer
hsa-miR-296-3p,prostate cancer
hsa-miR-3139,prostate cancer
hsa-miR-338-3p,prostate cancer
hsa-miR-3619-5p,prostate cancer
hsa-miR-421,prostate cancer
hsa-miR-424-5p,prostate cancer
hsa-miR-495-3p,prostate cancer
hsa-miR-497-5p,prostate cancer
hsa-miR-708-5p,prostate cancer
hsa-miR-761,prostate cancer
hsa-miR-15a-5p,stomach cancer
hsa-miR-15b-5p,stomach cancer
hsa-miR-16-5p,stomach cancer
hsa-miR-195-5p,stomach cancer
hsa-miR-214-3p,stomach cancer
hsa-miR-24-3p,stomach cancer
hsa-miR-28-5p,stomach cancer
hsa-miR-296-3p,stomach cancer
hsa-miR-3139,stomach cancer
hsa-miR-338-3p,stomach cancer
hsa-miR-3619-5p,stomach cancer
hsa-miR-421,stomach cancer
hsa-miR-424-5p,stomach cancer
hsa-miR-495-3p,stomach cancer
hsa-miR-497-5p,stomach cancer
hsa-miR-708-5p,stomach cancer
hsa-miR-761,stomach cancer
hsa-miR-103a-3p,neuroblastoma
hsa-miR-106a-5p,neuroblastoma
hsa-miR-106b-5p,neuroblastoma
hsa-miR-107,neuroblastoma
hsa-miR-124-3p,neuroblastoma
hsa-miR-125a-3p,neuroblastoma
hsa-miR-129-5p,neuroblastoma
hsa-miR-130a-3p,neuroblastoma
hsa-miR-130b-3p,neuroblastoma
hsa-miR-133a-3p,neuroblastoma
hsa-miR-133b,neuroblastoma
hsa-miR-142-3p,neuroblastoma
hsa-miR-153-3p,neuroblastoma
hsa-miR-154-5p,neuroblastoma
